Byron Orde,Order,18 Jan 2020,68.34160355716548
Adam Mumford,Idoneth Deepkin,18 Jan 2020,67.86815548572616
James Grant,Stormcast Eternals,18 Jan 2020,67.39178596223134
Maxime Julian,Daughters of Khaine,18 Jan 2020,66.91256119591208
Ralph Hughes,Disciples of Tzeentch,18 Jan 2020,66.43054879944013
Sebastian Del Monte,Bonesplitterz,18 Jan 2020,65.94581776146282
Thomas Lemoine,Ironjawz,18 Jan 2020,65.45843841800828
Alex Bruce,Cities of Sigmar,18 Jan 2020,64.96848242277963
Andy Hughes,Fyreslayers,18 Jan 2020,64.47602271635782
Simon Weakley,Skaventide,18 Jan 2020,63.981133494335054
Marc Brookes,Slaves to Darkness,18 Jan 2020,63.483890174400635
Owen Jackson,Ossiarch Bonereapers,18 Jan 2020,62.98436936240333
Simon Eccles,Flesh Eater Courts,18 Jan 2020,62.48264881741514
Ben Murphy,Daughters of Khaine,18 Jan 2020,61.978807415822516
Benjamin Savva,Bonesplitterz,18 Jan 2020,61.47292511447229
Alex Kew,Ossiarch Bonereapers,18 Jan 2020,60.965082912900805
Matthew Gouldesbrough,Seraphon,18 Jan 2020,60.45536281467546
Rob Bradley,Skaventide,18 Jan 2020,59.943847787879534
Marc Wilson,Cities of Sigmar,18 Jan 2020,59.43062172477143
JP Stevens,Ossiarch Bonereapers,18 Jan 2020,58.91576940065125
Tom Fretwell,Flesh Eater Courts,18 Jan 2020,58.399376431967966
William Barton,Gloomspite Gitz,18 Jan 2020,57.881529233701535
Eric Hoerger,Big Waaagh,18 Jan 2020,57.36231497605549
Christian Moore,Mawtribes,18 Jan 2020,56.84182154049581
Max Barton,Idoneth Deepkin,18 Jan 2020,56.32013747517315
Donal Taylor,Mawtribes,18 Jan 2020,55.79735194976608
Alex Ley,Fyreslayers,18 Jan 2020,55.27355470978353
Nick Tolfree,Slaves to Darkness,18 Jan 2020,54.74883603036563
Simon Froley,Daughters of Khaine,18 Jan 2020,54.22328666962245
Andrew Burton,Nighthaunt,18 Jan 2020,53.696997821550866
Adam Cunis,Cities of Sigmar,18 Jan 2020,53.17006106857023
James Warth,Stormcast Eternals,18 Jan 2020,52.642568333718096
Mark Mitzman,Ironjawz,18 Jan 2020,52.114611832547375
Ollie Fox,Mawtribes,18 Jan 2020,51.58628402476712
Ben Mardle,Kharadron Overlords,18 Jan 2020,51.05767756566906
John Williams,Khorne Bloodbound,18 Jan 2020,50.52888525738247
Dan Seymour,Nighthaunt,18 Jan 2020,50.0
Michael Wilson,Hosts of Slaanesh,18 Jan 2020,49.47111474261752
Steve Hursell,Mawtribes,18 Jan 2020,48.94232243433094
James Eveleigh,Beasts of Chaos,18 Jan 2020,48.41371597523288
Matthew Arnold,Stormcast Eternals,18 Jan 2020,47.885388167452625
Mathew Davies,Sylvaneth,18 Jan 2020,47.3574316662819
Steven Phillips,Ironjawz,18 Jan 2020,46.82993893142976
Mark Curtis,Kharadron Overlords,18 Jan 2020,46.303002178449134
Chris Hibbins,Ossiarch Bonereapers,18 Jan 2020,45.77671333037755
Johnny Armstrong,Skaventide,18 Jan 2020,45.25116396963437
Angus Brain,Sylvaneth,18 Jan 2020,44.72644529021647
Dan George,Big Waaagh,18 Jan 2020,44.20264805023392
Michael Browning,Flesh Eater Courts,18 Jan 2020,43.679862524826845
Tom Hewitt,Hosts of Slaanesh,18 Jan 2020,43.15817845950419
Paul Buckler,Kharadron Overlords,18 Jan 2020,42.63768502394451
Aaron Bailey,Legion of Night,18 Jan 2020,42.11847076629846
William Philpott,Order,18 Jan 2020,41.600623568032034
Wayne Rendell,Ironjawz,18 Jan 2020,41.08423059934875
Matt Lyons,Flesh Eater Courts,18 Jan 2020,40.569378275228566
Greg Shelton,Ossiarch Bonereapers,18 Jan 2020,40.056152212120466
Heath Barnes,Bonesplitterz,18 Jan 2020,39.54463718532454
Carl Smith,Gloomspite Gitz,18 Jan 2020,39.034917087099195
James Box,Big Waaagh,18 Jan 2020,38.5270748855277
Daniel Arnold,Idoneth Deepkin,18 Jan 2020,38.021192584177484
Dave Roberts,Flesh Eater Courts,18 Jan 2020,37.51735118258486
Joel Smith,Maggotkin of Nurgle,18 Jan 2020,37.015630637596665
Andrew Lewis,Flesh Eater Courts,18 Jan 2020,36.516109825599365
Danny Cashman,Kharadron Overlords,18 Jan 2020,36.018866505664946
James Harding,Ironjawz,18 Jan 2020,35.523977283642175
Mark Saunders,Mawtribes,18 Jan 2020,35.03151757722037
Stephen Smith,Gloomspite Gitz,18 Jan 2020,34.54156158199171
Alex McGee,Legion of Grief,18 Jan 2020,34.05418223853718
Stuart Hastings,Mawtribes,18 Jan 2020,33.56945120055987
Gabe Huddlestone,Big Waaagh,18 Jan 2020,33.087438804087924
Kieron Allender,Grand Host of Nagash,18 Jan 2020,32.60821403776867
Lewis Swan,Khorne Bloodbound,18 Jan 2020,32.13184451427382
Thomas Blaxall,Gloomspite Gitz,18 Jan 2020,31.658396442834512
Laura Bates,Fyreslayers,18 Jan 2020,31.187934602923416
Matthew Ward,Skaventide,18 Jan 2020,30.72052231910044
Michael Blatherwick,Stormcast Eternals,18 Jan 2020,30.256221437036412
Richard Nutter,Mawtribes,18 Jan 2020,29.795092300728477
Tom Field,Khorne Bloodbound,18 Jan 2020,29.337193730919115
Tom Newton,Cities of Sigmar,18 Jan 2020,28.882583004729877
Chris Allison,Maggotkin of Nurgle,18 Jan 2020,28.431315836518905
Chris Denmark,Mawtribes,18 Jan 2020,27.98344635997057
Declan Waters,Ironjawz,18 Jan 2020,27.539027111423863
Pete Allison,Grand Host of Nagash,18 Jan 2020,27.098109014444937
Rory Searles,Beasts of Chaos,18 Jan 2020,26.660741365647745
Tom Holmes,Gloomspite Gitz,18 Jan 2020,26.226971821765645
James Wilson,Khorne Bloodbound,18 Jan 2020,25.796846387975158
Tim Martin,Slaves to Darkness,18 Jan 2020,25.370409407471893
Stuart Millar,Big Waaagh,18 Jan 2020,24.94770355229754
Thomas Richardson,Stormcast Eternals,18 Jan 2020,24.528769815415124
Dave Cooper,Grand Host of Nagash,18 Jan 2020,24.113647504028762
Andy Burgess,Cities of Sigmar,18 Jan 2020,23.702374234142727
Ross Howard,Sylvaneth,18 Jan 2020,23.294985926353444
Dave Busse,Ironjawz,18 Jan 2020,22.89151680286676
Patrick McComas,Cities of Sigmar,18 Jan 2020,22.491999385731553
Mark Tucker,Wanderers,18 Jan 2020,22.096464496279804
Matt Dawson,Hosts of Slaanesh,18 Jan 2020,21.704941255761767
Tom Landy,Maggotkin of Nurgle,18 Jan 2020,21.317457087163845
Jack McQuiggin,Seraphon,18 Jan 2020,20.93403771819588
Sam Sendell,Ossiarch Bonereapers,18 Jan 2020,20.554707185433124
Joshua Richards,Cities of Sigmar,18 Jan 2020,20.17948783959721
Eddie Alcock,Disciples of Tzeentch,18 Jan 2020,19.808400351959683
Mike Parker,Stormcast Eternals,18 Jan 2020,19.441463721850237
Ben Richards,Mawtribes,18 Jan 2020,19.07869528525107
Daniil Osudin,Disciples of Tzeentch,18 Jan 2020,76.70501407364655
Zac Rowe,Ossiarch Bonereapers,18 Jan 2020,72.01655364002943
Daniel Asensio,Fyreslayers,18 Jan 2020,66.91256119591208
Charles Hollom,Beasts of Chaos,18 Jan 2020,61.47292511447229
Dave Carter,Fyreslayers,18 Jan 2020,55.79735194976608
Arran Folly,Disciples of Tzeentch,18 Jan 2020,50.0
Rob Wales,Big Waaagh,18 Jan 2020,44.20264805023391
Allen Frank,Khorne Bloodbound,18 Jan 2020,38.5270748855277
Player,Mawtribes,18 Jan 2020,33.087438804087924
Tom Cunnell,Sylvaneth,18 Jan 2020,27.98344635997057
Robert Dahm,Ossiarch Bonereapers,18 Jan 2020,23.294985926353444
Thomas Hamilton,Disciples of Tzeentch,18 Jan 2020,19.07869528525107
Nathan Watson,Mawtribes,18 Jan 2020,79.82051216040279
James Ganis,Disciples of Tzeentch,18 Jan 2020,78.68254291283617
Leigh Martin,Disciples of Tzeentch,18 Jan 2020,77.50800061426844
John Bayliss,Disciples of Tzeentch,18 Jan 2020,76.29762576585728
Simon Fitzpatrick,Hosts of Slaanesh,18 Jan 2020,75.05229644770246
Richard Hudspith,Sylvaneth,18 Jan 2020,73.77302817823434
David Jack,Ossiarch Bonereapers,18 Jan 2020,72.46097288857614
James Chalmers,Disciples of Tzeentch,18 Jan 2020,71.11741699527012
Adam Turner,Mawtribes,18 Jan 2020,69.74377856296358
Mike Callaghan,Tempests Eye,18 Jan 2020,68.34160355716548
Alastair Maxwell,Ossiarch Bonereapers,18 Jan 2020,66.91256119591208
Matt Harrison,Hammerhal,18 Jan 2020,65.45843841800828
David Nemeth,Disciples of Tzeentch,18 Jan 2020,63.981133494335054
Liam Watts,Ossiarch Bonereapers,18 Jan 2020,62.48264881741514
Martin Swaffield,Idoneth Deepkin,18 Jan 2020,60.965082912900805
Craig Graham,Ossiarch Bonereapers,18 Jan 2020,59.43062172477143
Adam Martin,Hosts of Slaanesh,18 Jan 2020,57.881529233701535
Stuart West,Legion of Night,18 Jan 2020,56.32013747517315
Daniel Ryan,Hallowheart,18 Jan 2020,54.74883603036563
John Craig,Maggotkin of Nurgle,18 Jan 2020,53.17006106857024
Matt Rennie,Fyreslayers,18 Jan 2020,51.58628402476712
Kevin Low,Daughters of Khaine,18 Jan 2020,50.0
Paul di Duca,Idoneth Deepkin,18 Jan 2020,48.41371597523288
Jamie McHugh,Stormcast Eternals,18 Jan 2020,46.82993893142976
Alan Mandelson,Beasts of Chaos,18 Jan 2020,45.25116396963437
Aiden McKenna,Mawtribes,18 Jan 2020,43.679862524826845
Jonathan Forde,Ironjawz,18 Jan 2020,42.118470766298465
Katalin Fekete,Mawtribes,18 Jan 2020,40.56937827522858
Callum Sinclair,Slaves to Darkness,18 Jan 2020,39.0349170870992
Lyndon Sinclair,Hosts of Slaanesh,18 Jan 2020,37.51735118258486
Erik Bews,Slaves to Darkness,18 Jan 2020,36.018866505664946
Will Pollock,Skaven,18 Jan 2020,34.54156158199171
Andrew Stephen,Gloomspite Gitz,18 Jan 2020,33.087438804087924
Jack Carruthers,Slaves to Darkness,18 Jan 2020,31.658396442834512
Mark Storrar,Kharadron Overlords,18 Jan 2020,30.256221437036412
Iain Hunter,Beasts of Chaos,18 Jan 2020,28.882583004729877
Mark Roberts,Bonesplitterz,18 Jan 2020,27.539027111423863
Grant Fraser,Stormcast Eternals,18 Jan 2020,26.226971821765655
Sean McKechnie,Mawtribes,18 Jan 2020,24.947703552297547
Garry Marshall,Maggotkin of Nurgle,18 Jan 2020,23.702374234142727
Gary Pollock,Blades of Khorne,18 Jan 2020,22.491999385731553
Mark Kittle,Mawtribes,18 Jan 2020,21.317457087163845
Adam Rawson,Skaven,18 Jan 2020,20.17948783959721
Samuel Pett,Skaven,18 Jan 2020,19.07869528525107
Benjamin Savva,Bonesplitterz,21 Dec 2019,78.45053857899458
Owen Jackson,Blades of Khorne,21 Dec 2019,75.8036347776927
Neil Samuels,Hosts of Slaanesh,21 Dec 2019,72.98965009987649
Liam Tommey,Skaventide,21 Dec 2019,70.02084045313042
John Burgess,Blades of Khorne,21 Dec 2019,66.91256119591208
Joe McGough,Ossiarch Bonereapers,21 Dec 2019,63.68306511756191
Adam Cunis,Cities of Sigmar,21 Dec 2019,60.35320073209947
Matthew Gouldesbrough,Hosts of Slaanesh,21 Dec 2019,56.946018320767365
Lewis Swan,Blades of Khorne,21 Dec 2019,53.48629572837154
Marc Wilson,Cities of Sigmar,21 Dec 2019,50.0
Ian Tong,Ossiarch Bonereapers,21 Dec 2019,46.51370427162846
Donal Taylor,Mawtribes,21 Dec 2019,43.05398167923264
Simon Froley,Legion of Azgorh,21 Dec 2019,39.64679926790055
Angus Brain,Stormcast Eternals,21 Dec 2019,36.316934882438105
Dan Barwick,Fyreslayers,21 Dec 2019,33.087438804087924
Rob Wales,Big Waaagh,21 Dec 2019,29.979159546869592
Tom Gilboy,Idoneth Deepkin,21 Dec 2019,27.010349900123533
Lee Whitely,Mawtribes,21 Dec 2019,24.196365222307303
James Grant,Stormcast Eternals,21 Dec 2019,21.54946142100543
Ross Howard,Gloomspite Gitz,21 Dec 2019,19.07869528525107
Henrik Reschreiter,Skaven,15 Dec 2019,78.87476223913944
Martin Clarke,Flesh Eater Courts,15 Dec 2019,76.70501407364655
James Wilson,Blades of Khorne,15 Dec 2019,74.41683586520661
Anthony Moylan,Gloomspite Gitz,15 Dec 2019,72.01655364002943
Richard Belfield,Flesh Eater Courts,15 Dec 2019,69.51202085410554
James Brown,Blades of Khorne,15 Dec 2019,66.91256119591208
Carl Hewson,Mawtribes,15 Dec 2019,64.2288771094411
Joe Hadfield,Daughters of Khaine,15 Dec 2019,61.47292511447229
Simon Holdridge,Flesh Eater Courts,15 Dec 2019,58.65776011415509
Harry Warmill,Big Waaagh,15 Dec 2019,55.79735194976608
Elliott Haugh,Ossiarch Bonereapers,15 Dec 2019,52.90637844169632
Dave Cooper,Grand Host of Nagash,15 Dec 2019,50.0
James Allen,Flesh Eater Courts,15 Dec 2019,47.09362155830368
Gary Hennessey,Maggotkin of Nurgle,15 Dec 2019,44.20264805023391
Piotr Wlodarczyk,Gloomspite Gitz,15 Dec 2019,41.34223988584491
Gabriele Sosso,Legion of Blood,15 Dec 2019,38.5270748855277
Matthew Byrne,Stormcast Eternals,15 Dec 2019,35.771122890558885
Hamid Khabbazan,Cities of Sigmar,15 Dec 2019,33.087438804087924
Simon Walker,Blades of Khorne,15 Dec 2019,30.48797914589445
Jake Harding,Skaven,15 Dec 2019,27.98344635997057
Andrew Mullan,Stormcast Eternals,15 Dec 2019,25.58316413479339
Benjamin Woodcock,Ossiarch Bonereapers,15 Dec 2019,23.294985926353444
Thomas Richardson,Stormcast Eternals,15 Dec 2019,21.125237760860553
Andy Burgess,Cities of Sigmar,15 Dec 2019,19.07869528525107
Tony Moore,Legions of Nagash,8 Dec 2019,79.53142046527472
Dan George,Big Waaagh,8 Dec 2019,78.08301702066225
Toby Meadows,Skaven,8 Dec 2019,76.5773984787305
Mike Wilding,Cities of Sigmar,8 Dec 2019,75.01621175282229
Chris Hibbins,Ossiarch Bonereapers,8 Dec 2019,73.40144709512995
Steve Curtis,Ossiarch Bonereapers,8 Dec 2019,71.73543515027994
Andy Hughes,Ossiarch Bonereapers,8 Dec 2019,70.0208404531304
Tom Blaxall,Gloomspite Gitz,8 Dec 2019,68.26065133587409
Tom Patton,Cities of Sigmar,8 Dec 2019,66.45816626298304
Troy Hardy,Hosts of Slaanesh,8 Dec 2019,64.61697666727237
Mikey Gilson,Bonesplitterz,8 Dec 2019,62.7409464153284
Mark Curtis,Sylvaneth,8 Dec 2019,60.83418808463947
Joe Purcell,Cities of Sigmar,8 Dec 2019,58.90103628687295
Darron Styles,Seraphon,8 Dec 2019,56.946018320767365
Nathan Sandison,Ossiarch Bonereapers,8 Dec 2019,54.97382248301129
Sam Watson,Legion of Grief,8 Dec 2019,52.98926440528947
Ben Cronin,Flesh Eater Courts,8 Dec 2019,50.997251819523804
Adrian McWalter,Hosts of Slaanesh,8 Dec 2019,49.002748180476196
Louis Medows,Flesh Eater Courts,8 Dec 2019,47.010735594710525
Michael Wendel,Mawtribes,8 Dec 2019,45.02617751698871
Lewis Moorby,Ironjawz,8 Dec 2019,43.05398167923263
Anthony Poole,Nighthaunt,8 Dec 2019,41.098963713127034
Duncan Woods,Bonesplitterz,8 Dec 2019,39.165811915360514
Lindon Wedgewood,Gloomspite Gitz,8 Dec 2019,37.25905358467159
Alex Cawthra,Stormcast Eternals,8 Dec 2019,35.38302333272762
Gabe Huddlestone,Ironjawz,8 Dec 2019,33.541833737016944
Angus Brain,Stormcast Eternals,8 Dec 2019,31.7393486641259
Jane Slater,Seraphon,8 Dec 2019,29.97915954686958
Courtney Brightwell,Disciples of Tzeentch,8 Dec 2019,28.264564849720063
Clinton Liem,Ironjawz,8 Dec 2019,26.598552904870054
Matthew Sandiford,Cities of Sigmar,8 Dec 2019,24.983788247177703
Jon Redmond,Cities of Sigmar,8 Dec 2019,23.42260152126949
Paul McElroy,Gloomspite Gitz,8 Dec 2019,21.916982979337735
Ronnie Dodd,Maggotkin of Nurgle,8 Dec 2019,20.468579534725258
Jack Davenport,Gloomspite Gitz,8 Dec 2019,19.07869528525107
Michael Wilson,Hedonites of Slaanesh,8 Dec 2019,79.67668491259082
Chris Tomlin,Ironjawz,8 Dec 2019,78.38483762937707
Paul Buckler,Cities of Sigmar,8 Dec 2019,77.04666744143421
Ethan Leach,Idoneth Deepkin,8 Dec 2019,75.66330102321264
Elliot Ireland,Ossiarch Bonereapers,8 Dec 2019,74.2360879617848
Mathew Davies,Sylvaneth,8 Dec 2019,72.766599776444
Brook Hirst,Big Waaagh,8 Dec 2019,71.25662709470964
Adam Mumford,Idoneth Deepkin,8 Dec 2019,69.708174957072
Steven Phillips,Ironjawz,8 Dec 2019,68.12345624487658
Tom Matthews,Cities of Sigmar,8 Dec 2019,66.50488324852508
Jamie Denny,Big Waaagh,8 Dec 2019,64.8550574163051
Sam Finch,Ossiarch Bonereapers,8 Dec 2019,63.17675734728743
