NEW_EVENT_TAG,Fall of The Old World VI,14-03-2020,5
Leigh Martin,Disciples Of Tzeentch,5/0/0
David Jack,Disciples Of Tzeentch,4/0/1
Phil McGuinness,Kharadron Overlords,4/0/1
Jamie ferguson,Orruks,4/0/1
John B,Blades of Khorne,4/0/1
Ian Spink,Bonesplitterz,4/0/1
MATTR,Fyreslayers,3/0/2
Liam Watt,Ossiarch Bonereapers,3/0/2
David Nemeth (Loke),Disciples Of Tzeentch,3/0/2
Martin Swaffield,Idoneth Deepkin,3/0/2
Tan Kian Yang,Ironjawz,3/0/2
Ben cronin,Sylvaneth,3/0/2
Scott Pirie,Blades of Khorne,3/0/2
Mark Roberts,Ogor Mawtribes,3/0/2
Callum Sinclair,Kharadron Overlords,3/0/2
Sean Mckechnie,Kharadron Overlords,3/0/2
Jack Carruthers,Ironjawz,3/0/2
Kyle Brunskill,Ogor Mawtribes,3/0/2
Ryan Hawley,Maggotkin of Nurgle,2/0/3
Stephen Ramage,Kharadron Overlords,2/0/3
Paul Whitehead ,Ogor Mawtribes,2/0/3
Grant Fraser,Fyreslayers,2/0/3
Alan Mandelson,Beasts of Chaos,2/0/3
James Chalmers,Gloomspite Gitz,2/0/3
Joshua Richardson,Blades of Khorne,2/0/3
John Harper,Disciples Of Tzeentch,2/0/3
Little Waaagh,Disciples Of Tzeentch,2/0/3
Kat Fekete,Ogor Mawtribes,2/0/3
Andrew Stephen,Nighthaunt,2/0/3
Rami Jerrow,Ossiarch Bonereapers,1/0/4
Matt Harrison,Cities of Sigmar,1/0/4
Jane Slater ,Seraphon,1/0/4
John Craig,Maggotkin of Nurgle,1/0/4
Simon Prime,Gloomspite Gitz,2/0/3
David Norval,Ogor Mawtribes,1/0/4
Paul Perkins,Skaven Pestilens,0/0/5
Leigh Martin,Phil McGuinness,Leigh Martin,Liam Watt,Leigh Martin,David Jack,Leigh Martin,John Harper,Leigh Martin,David Nemeth
David Jack,Liam Watt,David Jack,Ryan Hawley,Leigh Martin,David Jack,David Jack,Jamie ferguson,David Jack,Jack Carruthers
Leigh Martin,Phil McGuinness,Phil McGuinness,Ian Spink,Phil McGuinness,Paul Whitehead,Phil McGuinness,Mark Roberts,Phil McGuinness,Tan Kian Yang
Jamie ferguson,Ben cronin,Jamie ferguson,John Harper,Jamie ferguson,Scott Pirie,David Jack,Jamie ferguson,Jamie ferguson,Kat Fekete
John B,David Nemeth (Loke),John B,Joshua Richardson,John B,David Norval,Liam Watt,John B,John B,Scott Pirie
Ian Spink,Martin Swaffield,Phil McGuinness,Ian Spink,Ian Spink,Alan Mandelson,Ian Spink,James Chalmers,Ian Spink,Rami Jerrow
MATTR,Kyle Brunskill,MATTR,Rami Jerrow,Martin Swaffield,MATTR,Alan Mandelson,MATTR,MATTR,Paul Perkins
David Jack,Liam Watt,Leigh Martin,Liam Watt,Liam Watt,Ben cronin,Liam Watt,John B,Liam Watt,David Norval
John B,David Nemeth (Loke),David Nemeth (Loke),Tan Kian Yang,David Nemeth (Loke),Mark Roberts,David Nemeth (Loke),Grant Fraser,Leigh Martin,David Nemeth
Ian Spink,Martin Swaffield,Martin Swaffield,Paul Whitehead,Martin Swaffield,MATTR,Ben cronin,Martin Swaffield,Martin Swaffield,Jane Slater
Tan Kian Yang,John Harper,David Nemeth (Loke),Tan Kian Yang,Tan Kian Yang,Callum Sinclair,Tan Kian Yang,Paul Perkins,Phil McGuinness,Tan Kian Yang
Jamie ferguson,Ben cronin,Ben cronin,Jack Carruthers,Liam Watt,Ben cronin,Ben cronin,Martin Swaffield,Ben cronin,Grant Fraser
Scott Pirie,Ryan Hawley,Scott Pirie,John Craig,Jamie ferguson,Scott Pirie,Scott Pirie,Jane Slater,John B,Scott Pirie
Mark Roberts,Joshua Richardson,Mark Roberts,Little Waaagh,David Nemeth (Loke),Mark Roberts,Phil McGuinness,Mark Roberts,Mark Roberts,John Craig
Callum Sinclair,Paul Whitehead,Callum Sinclair,Matt Harrison,Tan Kian Yang,Callum Sinclair,Kyle Brunskill,Callum Sinclair,Callum Sinclair,Little Waaagh
Sean Mckechnie,Alan Mandelson,Sean Mckechnie,Stephen Ramage,Sean Mckechnie,Simon Prime,Rami Jerrow,Sean Mckechnie,Paul Whitehead,Sean Mckechnie
Jack Carruthers,James Chalmers,Ben cronin,Jack Carruthers,Jack Carruthers,Andrew Stephen,Jack Carruthers,Simon Prime,David Jack,Jack Carruthers
MATTR,Kyle Brunskill,Kyle Brunskill,Alan Mandelson,Ryan Hawley,Kyle Brunskill,Kyle Brunskill,Callum Sinclair,Kyle Brunskill,Stephen Ramage
Scott Pirie,Ryan Hawley,David Jack,Ryan Hawley,Ryan Hawley,Kyle Brunskill,Ryan Hawley,Stephen Ramage,James Chalmers,Ryan Hawley
Stephen Ramage,Andrew Stephen,Sean Mckechnie,Stephen Ramage,Stephen Ramage,James Chalmers,Ryan Hawley,Stephen Ramage,Kyle Brunskill,Stephen Ramage
Callum Sinclair,Paul Whitehead,Martin Swaffield,Paul Whitehead,Phil McGuinness,Paul Whitehead,Paul Whitehead,Andrew Stephen,Paul Whitehead,Sean Mckechnie
Grant Fraser,Rami Jerrow,Andrew Stephen,Grant Fraser,Grant Fraser,Jane Slater,David Nemeth (Loke),Grant Fraser,Ben cronin,Grant Fraser
