NEW_EVENT_TAG,Warlords Assembled,17-11-2019,3
Paul Whitehead,-,3/0/0
Ian Spink,-,3/0/0
Rich Elsdon,-,3/0/0
James Chalmers,-,3/0/0
Adam Turner,-,2/0/1
Mark Pears,-,2/0/1
Andrew Stephen,-,2/0/1
Graham Shirley,-,2/0/1
Rich Hudspith,-,2/0/1
Alan S,-,2/0/1
Connor Pears,-,2/0/1
Chris Carroll,-,2/0/1
David Thompson,-,1/0/1
Sean Rickets,-,1/0/2
James Patrick,-,1/0/2
David Barnfather,-,1/0/2
Lee Hamilton,-,1/0/2
Gary Bukkha,-,2/0/1
Kyle Brunskill,-,1/0/2
Oliver Anderson,-,1/0/2
simon james,-,1/0/2
Slobodan Dragas,-,1/0/2
Luke Evans,-,1/0/2
Josh Richardson,-,1/0/2
Phil sanderson,-,0/0/3
Jozsef Medgyes,-,0/0/2
Stephen Gibson,-,0/0/3
Matthew Reiling,-,0/0/3
Stuart Millar,-,0/0/0
Will Spencer,-,0/0/0
