NEW_EVENT_TAG,NOCNA WIELKA JATKA U SMOKA - 2000pkt AOS,25-09-2020,3
Jesion,Gloomspite Gitz,3/0/0
Aleksander Georgas,Idoneth Deepkin,3/0/0
Szymon Rychert,Idoneth Deepkin,2/0/1
Kuba Kostrubiec,Kharadron Overlords,2/0/1
Przelas,Slaves To Darkness,1/2/0
Arkadio,Flesh Eater Courts,2/0/1
Mateusz Kołakowski,Seraphon,1/0/2
Artur Łomnicki,Grand Host of Nagash,0/3/0
"Zbyszek""Quetesh""Piesik",Maggotkin of Nurgle,1/1/1
Filip 'Frodos' Redos,Ogor Mawtribes,0/2/1
Bielik,Ironjawz,1/1/1
Patryk Sobisz,Slaves To Darkness,1/0/2
Marcel,Lumineth Realmlords,1/0/2
Dominik Wrona,Skaven,1/0/2
Bartosz Kotłowski,Fyreslayers,0/1/2
Jacek Skoczek,Kharadron Overlords,0/0/3
