NEW_EVENT_TAG,AOS HANGOUT @ 4tK (Colchester),09-08-2020,3
Eric Hoerger,Seraphon,3/0/0
Ben Swainson,Stormcast Eternals,3/0/0
Paul Berridge,Kharadron Overlords,3/0/0
TryHardDan,Ossiarch Bonereapers,2/0/1
Robert Cousin,Grand Host of Nagash,2/0/1
Stuart Hastings,Ogor Mawtribes,2/0/1
W4Rmachine7,Seraphon,2/0/1
Alex Fawcett,Cities of Sigmar,2/0/1
Jody Bedford,Idoneth Deepkin,2/0/1
Pete Long,Beasts of Chaos,1/1/1
Izaac Chipperfield,Ogor Mawtribes,1/1/1
Izzy Moore,Sylvaneth,1/0/2
simonbromley,Ogor Mawtribes,1/0/2
Luke Mair,Seraphon,1/0/2
Rob Wales,Orruks,1/0/2
Mark Carrigher,Kharadron Overlords,1/0/2
jason fleming,Legions of Nagash,1/0/2
Joel Middleton,Slaves To Darkness,0/0/3
Pete Brizio,Skaven,0/0/3
Mark Dennis,Ossiarch Bonereapers,0/0/3
