NEW_EVENT_TAG,AOS SEPTEMBER,15-09-2019,2
Haydn Wright,-,2/0/0
Ashley McEwan,-,2/0/0
Joel Hennessy,-,2/0/0
Anthony Magro,-,2/0/0
Thomas Holdsworth,-,2/0/0
Robert kern,-,2/0/0
Ken Van't schip,-,1/0/1
Keith Williamson,-,1/0/1
Dan Brewer,-,1/0/1
Craig Anderson,-,1/0/0
Jake Duckworth,-,1/0/1
Nathan Princi,-,1/0/1
Nishan Aratoon,-,1/0/1
Scott Norwood,-,0/0/2
Deke J,-,0/0/2
Ben Spinetti,-,0/0/2
Craig Anderson,-,0/0/2
Damian Newsome,-,0/0/2
Christian Tapa,-,0/0/1
