NEW_EVENT_TAG,Clash of Heroes July 2020,05-07-2020,3
Matthew Campbell,-,3/0/0
Richard Hill,-,3/0/0
Chris Welfare,-,2/0/1
Ben De Ridder,-,2/0/1
Austin Cranfield,-,2/0/1
Gabriel Rached,-,1/0/2
Keith Williamson,-,3/0/0
Craig Anderson,-,2/0/1
Jett Griffiths,-,2/0/1
Jacob Williams,-,2/0/1
Kyle Pearson,-,2/0/1
Nick Ward,-,1/0/2
Anthony Magro,-,1/0/2
Jason Bury,-,0/0/3
Joe Baker,-,2/0/1
Kent Hau,-,1/0/2
Daniel Brewer,-,1/0/2
Jeff DeHenau,-,1/0/2
Deke Johnstone,-,1/0/2
Alex murray,-,1/0/2
Daniel Watson,-,1/0/2
Tero Kanko,-,1/0/2
James Maybury,-,0/0/3
Ben Spinetti,-,0/0/3
