NEW_EVENT_TAG,Battle of Copenhagen 2020 ** SUMMER EDITION **,01-08-2020,4
Alexander Hansen,-,4/0/0
Christoffer Karlsmose,-,4/0/0
Casper Karlsmose,-,4/0/1
Andy Schou,-,4/0/1
Kasper agdal,-,4/0/1
Rune Holse,-,4/0/1
Timm Nyegaard,-,4/0/1
Stephen Lüdeking,-,3/0/2
Svend Kristensen,-,3/0/2
Nikolai Ringsted,-,3/0/2
Thomas Henriksen,-,3/0/2
Rasmus Nielsen,-,3/0/2
Henrik Seehuusen,-,3/0/2
Adam Nyborg,-,3/0/2
Morten Winkel,-,3/0/2
Liara Pamnell,-,3/0/2
Richardt Olsen,-,3/0/2
Kristian Møller,-,3/0/2
Kasper Skafsgaard,-,2/0/3
Andreas Darum,-,2/0/3
Oscar Losada,-,2/0/3
Lucas Dyssel,-,2/0/3
Fjenden,-,2/0/3
Alex Groskopf,-,2/0/3
Niclas Hansson,-,2/0/3
Regin Olsen,-,2/0/3
Mads Møller Christiansen,-,1/0/3
Mads Egevang,-,1/0/3
Tomas Larsen,-,1/0/3
Jonatan Rasmussen,-,1/0/3
Mikkel Kjerumgaard,-,1/0/4
Jonas Ahm,-,1/0/4
SPØER,-,1/0/2
Jimmi Jacobsen,-,1/0/4
Daniel Nørgaard Poulsen,-,0/0/5
Christian Pedersen,-,0/0/3
