NEW_EVENT_TAG,War for the Northern Realms,02-08-2020,5
Anttu,Sylvaneth,0/0/0
Eetu Torikka,Stormcast Eternals,0/0/0
Jami Pesonen,Beasts of Chaos,0/0/0
Janne Tiihonen,Idoneth Deepkin,0/0/0
Joonas Peltomaa,Ossiarch Bonereapers,0/0/0
Jukka-Pekka Heikkinen,Blades of Khorne,0/0/0
Kai Väätäinen,Seraphon,0/0/0
Kalle M,Cities of Sigmar,0/0/0
Karri Kauppila,Kharadron Overlords,0/0/0
Kimmo Kokkarinen,Disciples Of Tzeentch,0/0/0
Lasse Kuikka,Flesh Eater Courts,0/0/0
Nicolas Barban,Maggotkin of Nurgle,0/0/0
Pietari Jukarainen,Skaven,0/0/0
Teemu Sihvonen,Maggotkin of Nurgle,0/0/0
Timo NEvalainen,Flesh Eater Courts,0/0/0
Ville Kariola,Gloomspite Gitz,0/0/0
