NEW_EVENT_TAG,Fall of Heroes,16-02-2019,5
Charles Black,Daughters Of Khaine,5/0/0
Keiren Askins,Daughters Of Khaine,4/0/1
Shaun Haigh,Stormcast Eternals,4/0/1
Thomas Holdsworth,Maggotkin of Nurgle,4/0/1
Keith Williamson,Legion of Night,3/0/2
David Hurley,Legion of Blood,3/0/2
Robert Kern,Clan Verminus,3/0/2
Deke Johnstone,Khorne Bloodbound,3/0/2
Keiryn Brown,Sylvaneth,3/0/2
Richard Hill,Seraphon,3/0/2
Ben Chong Sun,Legion of Night,2/0/3
Lyndon Simmonds,Kharadron Overlords,2/0/3
Paolo Mision,Grand Host of Nagash,2/0/3
Peter Pretyman,Mixed,2/0/3
Hayden Potter,Kharadron Overlords,2/0/2
Ben Klok,Mixed,1/0/4
Jeremy Brodie,Grand Host of Nagash,1/0/4
Scott Norwood,Grand Host of Nagash,0/0/3
Anthony Magro,Moonclan Grots,0/0/3
Craig Anderson,Slaves To Darkness,1/0/4
Hayden Potter,-,0/0/1
