NEW_EVENT_TAG,Rage of Sigmar,13-07-2019,5
Daniil Osudin,Disciples Of Tzeentch,5/0/0
Benjamin Savva,Mixed,4/0/1
Sam Loving,Stormcast Eternals,4/0/1
Matthew Gouldesbrough,Seraphon,4/0/1
Martijn Zuidema,Stormcast Eternals,4/0/1
John Burgess,Blades of Khorne,4/0/1
LeoR,Ironjawz,3/0/2
Ben Murphy,Grand Host of Nagash,3/0/2
Samuel Parish,Flesh Eater Courts,3/0/2
Nick Featherstone,Idoneth Deepkin,3/0/2
Dan Ryan,Skaven,3/0/2
Eric Hoerger,Hosts of Slaanesh,3/0/2
Joshua Jenkins,Grand Host of Nagash,3/0/2
TL Low,Legion of Night,3/0/2
Thomas Lemoine,Flesh Eater Courts,3/0/2
Tom Gilboy,Idoneth Deepkin,2/0/3
James Houston,Grand Host of Nagash,2/0/3
Ralph Hughes,Greywater Fastness,2/0/3
Chris Francis,Sylvaneth,2/0/3
Matthew walker,Hosts of Slaanesh,2/0/3
Alex Clark,Legion of Blood,2/0/3
Sam Elgar,Mixed,2/0/3
Charles Hollom,Beasts of Chaos,1/0/4
Dave carter,Mixed,1/0/4
Ross McGowan,Hosts of Slaanesh,1/0/4
Des Brennan,Mixed,1/0/2
Simon Fro,Devoted Of Sigmar,1/0/4
Stephen Follows,Ironjawz,1/0/2
Will Johnson,Blades of Khorne,1/0/4
Thomas Hamilton,Disciples Of Tzeentch,0/0/5
