NEW_EVENT_TAG,AOS JAN,19-01-2020,1
Kent Hau,-,1/0/0
Craig Anderson,-,1/0/0
Joe Baker,-,1/0/0
Kieran Askins,-,1/0/0
Deke Johnstone,-,1/0/0
Ken Van't schip,-,1/0/0
Daniel Watson,-,1/0/0
Ben Chong Sun,-,1/0/0
Mitchell Hynes,-,0/0/1
Austin Cranfield,-,0/0/1
Melanie Costin,-,0/0/1
Alex Froio,-,0/0/1
Rob Kern,-,0/0/1
Fued one,-,0/0/1
Scott Cranfield,-,0/0/1
Alex murray,-,0/0/1
