NEW_EVENT_TAG,"Age of Sigmar GT, January",25-01-2020,5
Chris	Caves Jnr,Disciples Of Tzeentch,5/0/0
Joe	McGough,Disciples Of Tzeentch,5/0/0
Ritchie	Macauley,Disciples Of Tzeentch,4/0/1
Ian	O'Brien,Ogor Mawtribes,4/0/1
Chris Myhill,Idoneth Deepkin,4/0/1
Rick Myhill,Slaves To Darkness,4/0/1
JP	Stevens,Ossiarch Bonereapers,4/0/1
Michael	Stewart,Fyreslayers,4/0/1
Jonathan	Lee,Disciples Of Tzeentch,4/0/1
Rob	Nixon,Nighthaunt,4/0/1
Phil	Walter,Flesh Eater Courts,4/0/1
Daniel	George,Ironjawz,4/0/1
James	Ganis,Disciples Of Tzeentch,4/0/1
Craig Namvar,Fyreslayers,4/0/1
Matthew	Robertson,Disciples Of Tzeentch,4/0/1
Benjamin Savva,Bonesplitterz,4/0/1
Daniel	Arnold,Idoneth Deepkin,3/0/2
Thomas	Bell,Ironjawz,3/0/2
Finn	Milton,Disciples Of Tzeentch,3/0/2
Gary	Percival,Kharadron Overlords,3/0/2
Darryl	Jones,Ogor Mawtribes,3/0/2
Chris	Mills,Disciples Of Tzeentch,3/0/2
Daniel Mark	Elkington,Slaves To Darkness,3/0/2
Thomas	Waller,Idoneth Deepkin,3/0/2
Owen	Jackson,Ossiarch Bonereapers,3/0/2
Kat	Binley,Ogor Mawtribes,3/0/2
simon	Düsing,Kharadron Overlords,3/0/2
Steve	Curtis,Ossiarch Bonereapers,3/0/2
Matthew	Gouldesbrough,Hosts of Slaanesh,3/0/2
Neil Montgomery,Idoneth Deepkin,3/0/2
Padds	Paddon,Ogor Mawtribes,3/0/2
Matthew	Pardoe,Slaves To Darkness,3/0/2
Chris 	Banks,Skaven,3/0/2
Balal	Zafar,Cities of Sigmar,3/0/2
Will	Rose,Tomb Kings,3/0/2
Adam	Riley,Stormcast Eternals,3/0/2
Thomas	Bunnell,Ironjawz,3/0/2
Darren	Phipps-Walker,Ossiarch Bonereapers,3/0/2
Andrew	Scott,Ironjawz,2/0/3
Matthew	Croad,Stormcast Eternals,2/0/3
Stephen	Rose,Ironjawz,2/0/3
Adam	Sinclair,Ironjawz,2/0/3
jonathan	cann,Ogor Mawtribes,2/0/3
Allen	Frank,Blades of Khorne,2/0/3
Rory	Carter,Ironjawz,2/0/3
Matt	Willis,Ironjawz,2/0/3
Declan	Waters,Ironjawz,2/0/3
Stuart	Mann,Ironjawz,2/0/3
Николай	Нестеров,Hosts of Slaanesh,2/0/3
Kristian	Hack,Gloomspite Gitz,2/0/3
Chris	Caves Snr,Ironjawz,2/0/3
Marius	Prestøy,Seraphon,2/0/3
Jon 	Kerr,Cities of Sigmar,2/0/3
James	Clark,Gloomspite Gitz,2/0/3
John	Perkins,Blades of Khorne,2/0/3
Josh	cann,Ossiarch Bonereapers,2/0/3
Julian	Kowalski,Ironjawz,2/0/3
nicky	martin,Ogor Mawtribes,2/0/3
Travis	Kelly,Slaves To Darkness,2/0/3
William	Morriss,Gloomspite Gitz,2/0/3
Tim	Bland,Disciples Of Tzeentch,2/0/3
Ethan	Leech,Cities of Sigmar,2/0/3
Christine	Coram,Ironjawz,2/0/3
Matthew	Pridmore,Blades of Khorne,2/0/3
Stuart	orman,Slaves To Darkness,1/0/4
Reuben	Beard,Bonesplitterz,1/0/4
Michael 	Beevor,Flesh Eater Courts,1/0/4
Samuel	Watson,Legions of Nagash,1/0/4
Allesandro,Stormcast Eternals,1/0/4
lewis	fitzgerald,Cities of Sigmar,1/0/4
Paul	Coram,Sylvaneth,1/0/4
Tom	Gilboy,Ogor Mawtribes,1/0/4
Andrew	Mackay,Stormcast Eternals,1/0/4
James	Blair,Nighthaunt,1/0/4
Chris	Rose,Cities of Sigmar,1/0/4
Ian	Ralph,Hosts of Slaanesh,1/0/4
Max	Barton,Idoneth Deepkin,2/0/1
Andrew	Ramsey,Hosts of Slaanesh,0/0/5
Reece	WALTERS,Nighthaunt,0/0/5
Chris	Green,Flesh Eater Courts,0/0/3
Michael	Cook,-,0/0/0
Alexander	Stewart,-,0/0/0
