NEW_EVENT_TAG,Hero Phase XIII - Unlucky,08-03-2020,5
Ciaran Smyth,-,0/0/0
Robert Kelly,-,0/0/0
Ross Buchanan,-,0/0/0
Andy Farrell,-,0/0/0
Cian O'Siorain,-,0/0/0
Kevin Grimes,-,0/0/0
Stefano Coppola,-,0/0/0
Colin Cochrane,-,0/0/0
Rob Kelly,-,0/0/0
John Twomey,-,0/0/0
Ritchie Santisteban,-,0/0/0
Shane Forde,-,0/0/0
Richard Flood,-,0/0/0
Laura Mac Neill ,-,0/0/0
Will O'Siorain,-,0/0/0
Tommy Burke,-,0/0/0
Gavin Dorrigan,-,0/0/0
Ken Chambers,-,0/0/0
Adam Burke,-,0/0/0
David Smyth,-,0/0/0
Z Mick Wendel (Bye Buster),-,0/0/0
Ben Cochrane,-,0/0/0
James Kavanagh,-,0/0/0
Brendan McGee,-,0/0/0
Len Buchanan,-,0/0/0
