NEW_EVENT_TAG,Bendigo's Bush Bash Bonanza 2019 #BBBB,05-10-2019,5
Charles Black,Skaven,5/0/0
Rhys Mcglinn,Legion Of Azgorh,5/0/0
Michael Clarke,Hallowheart,4/0/1
Dalton Copeland,Gloomspite Gitz,4/0/1
Lachlan McLean,Gloomspite Gitz,4/0/1
Joel Graham,Skaven,4/0/1
Matt Kent,Hosts of Slaanesh,3/0/2
Joel McGrath,Stormcast Eternals,3/0/2
Hayden Frankhuisen,Hosts of Slaanesh,3/0/2
Tyson Gleeson,Idoneth Deepkin,3/0/2
Peter Atkinson,Bonesplitterz,3/0/2
Jason Brown,Flesh Eater Courts,3/0/2
Patrick Nevan,Blades of Khorne,3/0/2
Kyle Hoffman,Blades of Khorne,3/0/2
Christian Wear,Order Draconis,3/0/2
Tyson Braithwaite,Legion of Blood,3/0/2
Tristan Smith,Daughters Of Khaine,3/0/2
Nathan Shuttleworth,Flesh Eater Courts,3/0/2
Dave Cunning,Skaven,3/0/2
Michael Beven,Skaven,2/0/3
Travis Braithwaite,Ironjawz,2/0/3
Alexander Sobiecki,Idoneth Deepkin,2/0/3
Andreas Nicolay,Skaven,2/0/3
Corey Beilharz,Disciples Of Tzeentch,2/0/3
Corey Ford,Blades of Khorne,2/0/3
Andrew Frankhuisen,Ironjawz,2/0/3
Colin Green,Daughters Of Khaine,2/0/3
Phillip Smith,Sylvaneth,2/0/3
Jason Spinks,Gloomspite Gitz,2/0/3
Nicholas Palmrose,Sylvaneth,2/0/3
Shaun Talbot,Flesh Eater Courts,1/0/2
Stephen Binek,Beastclaw Raiders,1/0/4
Jack Norman,Idoneth Deepkin,1/0/4
Ben Murray,Seraphon,1/0/4
Jarrad Coots,Skaven,1/0/4
Josh Clark,Grand Host of Nagash,1/0/4
Jess Hutchins,Stormcast Eternals,1/0/4
Kameron Ritchie,Legion of Night,1/0/2
Richard Scott,Nighthaunt,0/0/5
