NEW_EVENT_TAG,CHAOS GT 2018,06-10-2018,5
Luis Pena,Stormcast Eternals,5/0/0
David Griffin,Legion of Blood,4/0/1
Nick Prylinski,Flesh Eater Courts,4/0/1
Carl Rideout,Nighthaunt,3/0/2
David Inman,Maggotkin of Nurgle,3/0/2
QuinethMoon,Stormcast Eternals,3/0/2
Anthony Pulcastro,Seraphon,3/0/2
Jacob Burleson,Nighthaunt,3/0/0
Jacob Berry,Stormcast Eternals,2/0/3
Thomas J Leasher,Ironjawz,2/0/3
Kyle Winkleman,Idoneth Deepkin,2/0/3
Richard Baynes,Daemons Of Tzeentch,1/0/2
Adam Howard,Blades of Khorne,1/0/4
Daniel Swearingin,Ironjawz,1/0/4
Jonathon Moralee,Slaves To Darkness,0/0/5
Cale Thompson,Ironjawz,0/0/2
