NEW_EVENT_TAG,AGE OF SIGMAR SEPTEMBER!,16-09-2018,3
Ashley McEwan,-,3/0/0
Chris tot,-,3/0/0
Ethan McDonald,-,3/0/0
Robert Reimers,-,2/0/1
Steven Drury,-,2/0/1
Dan Brewer,-,2/0/1
Ken Van't schip,-,2/0/1
Deke J,-,2/0/1
Nick  Ward ,-,1/0/2
Josh Hambly,-,1/0/1
Ben Spinetti,-,1/0/2
Thomas Holdsworth,-,1/0/2
Jett Griffiths,-,1/0/2
Ben Chong Sun,-,1/0/2
Anthony Magro,-,1/0/2
Ralph Hughes,-,0/0/3
Ben Klok,-,0/0/3
Michael Farrell,-,0/0/2
Ashley McEwan,Ken Vant schip,Ashley McEwan,Ben Chong Sun,Ashley McEwan,Nick  Ward
Chris tot,Dan Brewer,Chris tot,Thomas Holdsworth,Chris tot,Jett Griffiths
Ethan McDonald,Robert Reimers,Ethan McDonald,Deke J,Ethan McDonald,Ben Spinetti
Ethan McDonald,Robert Reimers,Robert Reimers,Ben Spinetti,Robert Reimers,Michael Farrell
Steven Drury,Jett Griffiths,Steven Drury,Nick  Ward,Dan Brewer,Steven Drury
Chris tot,Dan Brewer,Dan Brewer,Ben Chong Sun,Dan Brewer,Steven Drury
Ashley McEwan,Ken Vant schip,Ken Vant schip,Anthony Magro,Ken Vant schip,Josh Hambly
Deke J,Thomas Holdsworth,Ethan McDonald,Deke J,Deke J,Anthony Magro
Nick  Ward,Ben Klok,Steven Drury,Nick  Ward,Ashley McEwan,Nick  Ward
Josh Hambly,Michael Farrell,Ken Vant schip,Josh Hambly
Ben Spinetti,Ralph Hughes,Robert Reimers,Ben Spinetti,Ethan McDonald,Ben Spinetti
Deke J,Thomas Holdsworth,Chris tot,Thomas Holdsworth,Thomas Holdsworth,Ben Klok
Steven Drury,Jett Griffiths,Jett Griffiths,Ralph Hughes,Chris tot,Jett Griffiths
Ashley McEwan,Ben Chong Sun,Dan Brewer,Ben Chong Sun,Ben Chong Sun,Ralph Hughes
Ken Vant schip,Anthony Magro,Anthony Magro,Ben Klok,Deke J,Anthony Magro
Ben Spinetti,Ralph Hughes,Jett Griffiths,Ralph Hughes,Ben Chong Sun,Ralph Hughes
Nick  Ward,Ben Klok,Anthony Magro,Ben Klok,Thomas Holdsworth,Ben Klok
Josh Hambly,Michael Farrell,Robert Reimers,Michael Farrell
