NEW_EVENT_TAG,Marauders Xmas,21 Dec 2016,4
Nigel Chorlton,Stormcast Eternals
Tony Moore,Order
Mark Busby,Sylvaneth
Rob Wright,Chaos
Toby Jennings,Stormcast Eternals
Darran Palmer,Destruction
Lily Walsh,Tomb Kings
Ric Ellis,Stormcast Eternals
Lucy Merchant,Order
Bex ,Death
