NEW_EVENT_TAG,Prague Open GT 2020,22-02-2020,5
Adam Pejzub Slovak,Disciples Of Tzeentch,5/0/0
Filip Svara,Maggotkin of Nurgle,5/0/0
Tobias Kirchgessner,Disciples Of Tzeentch,4/0/1
Tomas Bagr Pospisil,Ironjawz,4/0/1
Alexander Zwissler,Gloomspite Gitz,4/0/1
Zoltan Dobak,Ossiarch Bonereapers,4/0/1
Martin Drvostep,Ossiarch Bonereapers,4/0/1
Ondrej Orzo Benda,Skaven,4/0/1
Konstantin Tauchelov,Blades of Khorne,4/0/1
Ben Fischer,Cities of Sigmar,4/0/1
Jan Gleaser Vondracek,Ogor Mawtribes,3/0/2
Tomas PanVesmiru Rut,Slaves To Darkness,3/0/2
Samuel Aster,Seraphon,3/0/2
Andreas Lamb3rman Steckmeier,Disciples Of Tzeentch,3/0/2
Joachim Berger,Blades of Khorne,3/0/2
Tibor Trpaslik Bednar,Kharadron Overlords,3/0/2
Jonah Alibi,Beasts of Chaos,3/0/2
Florian Hagauer,Seraphon,3/0/2
Louis Woratschek,Legion of Sacrament,3/0/2
Jan Tomecek,Disciples Of Tzeentch,3/0/2
Philip Phrynis Polcar,Ogor Mawtribes,3/0/2
Vladimir Beer,Grand Host of Nagash,3/0/2
Martin Kosior,Kharadron Overlords,3/0/2
Daniel Orosz,Disciples Of Tzeentch,3/0/2
Gregor Hagleitner,Stormcast Eternals,3/0/2
Martin Dolezal,Nighthaunt,2/0/3
Ondrej Tichy,Legion of Blood,2/0/3
Michal Chlad,Ironjawz,2/0/3
Janne Mäkynen,Cities of Sigmar,3/0/2
Dominik Viehmann,Idoneth Deepkin,2/0/3
Benjamin Aster,Stormcast Eternals,2/0/3
Ann-Christin Lindner,Gloomspite Gitz,2/0/3
Bence Lantos,Cities of Sigmar,2/0/3
Martin Bock,Grand Host of Nagash,2/0/3
Jan Bart Bartos,Daughters Of Khaine,2/0/3
Martin Hutka,Stormcast Eternals,2/0/3
Pavol Janos,Blades of Khorne,2/0/3
Michal Duchac,Sylvaneth,2/0/3
Levente Szolossi,Maggotkin of Nurgle,2/0/3
Thomas Neubacher,Ironjawz,2/0/1
Jan Vaer Rocek,Fyreslayers,2/0/3
Bohuslav Zivny,Sylvaneth,2/0/3
Vendula Dolezalova,Idoneth Deepkin,2/0/3
David Nguyen,Kharadron Overlords,2/0/3
Ondrej Slezacek,Tomb Kings,1/0/4
Jan Janu,Stormcast Eternals,1/0/4
Eemeli Vainio-Pekka,Gloomspite Gitz,1/0/4
Stanislav Polansky,Flesh Eater Courts,1/0/4
Michal Rocek,Blades of Khorne,1/0/4
Sunny Yap,Disciples Of Tzeentch,1/0/4
Vit Saffer,Stormcast Eternals,0/0/5
Jakub Weigl,Gloomspite Gitz,1/0/4
Daniel Rocek,Ironjawz,0/0/5
Pavel Hroch Sebesta,Cities of Sigmar,0/0/2
