faction,Aug 2015,Aug 2015,Sep 2015,Nov 2015,Nov 2015,Nov 2015,Nov 2015,Dec 2015,Dec 2015,Feb 2016,Feb 2016,Mar 2016,Mar 2016,Mar 2016,Mar 2016,Apr 2016,Jun 2016,Jun 2016,Jul 2016,Jul 2016,Aug 2016,Aug 2016,Sep 2016,Sep 2016,Sep 2016,Oct 2016,Oct 2016,Nov 2016,Nov 2016,Nov 2016,Nov 2016,Nov 2016,Dec 2016,Dec 2016,Jan 2017,Jan 2017,Jan 2017,Jan 2017,Feb 2017,Feb 2017,Feb 2017,Feb 2017,Mar 2017,Mar 2017,Mar 2017,Mar 2017,Mar 2017,Mar 2017,Apr 2017,Apr 2017,Apr 2017,May 2017,May 2017,May 2017,May 2017,May 2017,Jun 2017,Jun 2017,Jun 2017,Jun 2017,Jul 2017,Jul 2017,Jul 2017,Aug 2017,Aug 2017,Aug 2017,Aug 2017,Aug 2017,Sep 2017,Sep 2017,Sep 2017,Oct 2017,Oct 2017,Nov 2017,Nov 2017,Nov 2017,Nov 2017,Dec 2017,Jan 2018,Jan 2018,Jan 2018,Jan 2018,Jan 2018,Jan 2018,Feb 2018,Feb 2018,Feb 2018,Feb 2018,Mar 2018,Mar 2018,Mar 2018,Mar 2018,Apr 2018,Apr 2018,Apr 2018,Apr 2018,May 2018,May 2018,May 2018,May 2018,May 2018,Jun 2018,Jun 2018,Jun 2018,Jul 2018,Jul 2018,Jul 2018,Aug 2018,Aug 2018,Aug 2018,Aug 2018,Aug 2018,Sep 2018,Sep 2018,Sep 2018,Oct 2018,Oct 2018,Nov 2018,Nov 2018,Nov 2018,Nov 2018,Dec 2018,Dec 2018,Jan 2019,Jan 2019,Jan 2019,Jan 2019,Jan 2019,Jan 2019,Feb 2019,Feb 2019,Feb 2019,Feb 2019,Feb 2019,Feb 2019,Mar 2019,Mar 2019,Mar 2019,Mar 2019,Mar 2019,Mar 2019,Mar 2019,Mar 2019,Apr 2019,Apr 2019,Apr 2019,Apr 2019,Apr 2019,Apr 2019,Apr 2019,Apr 2019,Apr 2019,May 2019,May 2019,May 2019,May 2019,Jun 2019,Jun 2019,Jun 2019,Jun 2019,Jun 2019,Jun 2019,Jun 2019,Jun 2019,Jul 2019,Jul 2019,Jul 2019,Jul 2019,Jul 2019,Jul 2019,Aug 2019,Aug 2019,Aug 2019,Aug 2019,Aug 2019,Aug 2019,Sep 2019,Sep 2019,Sep 2019,Sep 2019,Sep 2019,Sep 2019,Oct 2019,Oct 2019,Oct 2019,Oct 2019,Oct 2019,Oct 2019,Oct 2019,Oct 2019,Nov 2019,Nov 2019,Nov 2019,Nov 2019,Nov 2019,Nov 2019,Nov 2019,Dec 2019,Dec 2019,Dec 2019,Dec 2019,Jan 2020,Jan 2020,Jan 2020,Jan 2020,Feb 2020,Feb 2020
Phoenix Temple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idoneth Deepkin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0.9025,0.8573749999999999,0.8145062499999999,0.7737809374999999,0.7350918906249998,0.6983372960937497,0.6634204312890623,0.6302494097246091,1.5487369392383785,1.4713000922764594,1.3977350876626364,1.3278483332795046,2.2114559166155296,2.100883120784753,1.9958389647455153,1.8960470165082395,1.8012446656828274,1.711182432398686,1.6256233107787517,3.4443421452398137,3.272125037977823,3.108518786078932,3.9030928467749852,4.657938204436236,5.375041294214424,5.106289229503703,4.850974768028517,4.608426029627091,4.378004728145736,4.159104491738449,3.9511492671515267,3.75359180379395,4.515912213604253,5.24011660292404,4.978110772777838,4.729205234138946,4.492744972431998,5.218107723810398,4.957202337619878,4.709342220738884,4.47387510970194,4.250181354216842,4.987672286506,4.7382886721807,4.501374238571665,4.276305526643082,4.062490250310928,4.809365737795381,4.568897450905611,4.34045257836033,4.123429949442314,3.917258451970198,3.721395529371688,3.5353257529031037,3.3585594652579482,3.1906314919950507,3.031099917395298,2.8795449215255333,2.7355676754492566,3.5487892916767936,4.321349827092954,4.1052823357383055,3.90001821895139,3.7050173080038205,3.5197664426036295,3.343778120473448,4.126589214449776,3.9202597537272874,3.724246766040923,3.538034427738877,3.361132706351933,3.193076071034336,3.0334222674826194,2.881751154108488,2.737663596403064,3.5507804165829104,3.3732413957537646,3.204579325966076,3.044350359667772,2.8921328416843832,2.747526199600164,2.6101498896201556,2.4796423951391477,2.3556602753821902,2.2378772616130806,2.1259833985324263,2.0196842286058048,1.9187000171755144,1.8227650163167386,1.7316267655009017,1.6450454272258566,1.5627931558645636,1.4846534980713353,2.360420823167768,3.1923997820093795
Skaventide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0.9025,0.8573749999999999,0.8145062499999999,0.7737809374999999,1.6850918906249996,2.5508372960937495,2.4232954312890618,4.202130659724609,3.992024126738378,3.792422920401459,4.552801774381385,4.325161685662316,4.1089036013791995,3.9034584213102392,3.708285500244727,4.472871225232491,4.249227663970866,4.036766280772323,4.784927966733706,5.49568156839702,6.170897489977169,5.8623526154783105,5.569234984704395,5.290773235469175,5.9762345736957165,5.6774228450109305,6.343551702760384,6.026374117622364,5.725055411741246,5.438802641154183,5.1668625090964735,4.908519383641649,5.613093414459566,6.282438743736588,5.968316806549758,6.61990096622227,6.288905917911156,6.924460622015598,6.578237590914818,8.149325711369077,7.741859425800622,7.354766454510591,7.937028131785061,8.490176725195807,8.065667888936016,8.612384494489215,9.131765269764754,8.675177006276517,8.241418155962691,7.829347248164556,7.4378798857563275,7.065985891468511,6.712686596895085,8.277052267050331,7.863199653697815,7.470039671012923,7.096537687462277,6.741710803089163,6.4046252629347045,6.084393999787969,6.730174299798571,7.343665584808642,6.97648230556821,7.577658190289799,7.198775280775308,6.838836516736542,6.4968946908997145,6.172049956354728,5.863447458536991,5.570275085610142,5.291761331329634
Bretonnians,0,0,0,0.95,0.9025,1.8073749999999997,1.7170062499999996,1.6311559374999995,1.5495981406249995,1.4721182335937495,1.398512321914062,1.328586705818359,1.262157370527441,1.1990495020010687,1.1390970269010152,1.0821421755559644,1.0280350667781661,0.9766333134392577,0.9278016477672948,0.8814115653789301,0.8373409871099835,0.7954739377544843,0.75570024086676,0.717915228823422,0.6820194673822508,0.6479184940131383,0.6155225693124813,0.5847464408468572,0.5555091188045144,0.5277336628642886,0.5013469797210741,0.4762796307350204,0.45246564919826937,0.4298423667383559,0.4083502484014381,0.38793273598136613,0.3685360991822978,0.3501092942231829,0.3326038295120237,0.31597363803642253,0.3001749561346014,0.2851662083278713,0.27090789791147774,0.25736250301590385,0.24449437786510864,0.2322696589718532,0.22065617602326054,0.2096233672220975,0.19914219886099263,0.189185088917943,0.17972583447204585,0.17073954274844355,0.16220256561102137,0.1540924373304703,0.14638781546394677,0.13906842469074943,0.13211500345621194,0.12550925328340135,0.11923379061923127,0.1132721010882697,0.10760849603385621,0.10222807123216339,0.09711666767055521,0.09226083428702744,0.08764779257267606,0.08326540294404225,0.07910213279684013,0.07514702615699811,0.07138967484914821,0.0678201911066908,0.06442918155135625,0.06120772247378844,0.05814733635009901,0.05523996953259406,0.052477971055964356,0.04985407250316613,0.04736136887800783,0.04499330043410743,0.04274363541240206,0.040606453641781955,0.03857613095969285,0.03664732441170821,0.0348149581911228,0.03307421028156666,0.03142049976748833,0.02984947477911391,0.028357001040158213,0.0269391509881503,0.025592193438742784,0.024312583766805645,0.023096954578465362,0.021942106849542092,0.020845001507064986,0.019802751431711736,0.01881261386012615,0.01787198316711984,0.016978384008763846,0.016129464808325653,0.01532299156790937,0.0145568419895139,0.013828999890038204,0.013137549895536293,0.012480672400759478,0.011856638780721504,0.011263806841685427,0.010700616499601155,0.010165585674621096,0.009657306390890042,0.009174441071345539,0.008715719017778262,0.008279933066889348,0.00786593641354488,0.007472639592867635,0.007099007613224253,0.0067440572325630395,0.006406854370934887,0.006086511652388142,0.005782186069768735,0.005493076766280298,0.005218422927966283,0.004957501781567969,0.00470962669248957,0.004474145357865091,0.004250438089971837,0.004037916185473245,0.0038360203761995827,0.0036442193573896033,0.003462008389520123,0.003288907970044117,0.0031244625715419107,0.002968239442964815,0.002819827470816574,0.002678836097275745,0.0025448942924119577,0.00241764957779136,0.0022967670989017916,0.002181928743956702,0.0020728323067588667,0.001969190691420923,0.0018707311568498769,0.001777194599007383,0.0016883348690570137,0.0016039181256041629,0.0015237222193239548,0.001447536108357757,0.001375159302939869,0.0013064013377928755,0.0012410812709032317,0.00117902720735807,0.0011200758469901665,0.0010640720546406582,0.0010108684519086252,0.0009603250293131938,0.0009123087778475341,0.0008666933389551574,0.0008233586720073995,0.0007821907384070295,0.000743081201486678,0.000705927141412344,0.0006706307843417268,0.0006370992451246404,0.0006052442828684084,0.000574982068724988,0.0005462329652887386,0.0005189213170243017,0.0004929752511730866,0.0004683264886144322,0.0004449101641837106,0.00042266465597452503,0.00040153142317579877,0.0003814548520170088,0.00036238210941615833,0.0003442630039453504,0.00032704985374808286,0.0003106973610606787,0.00029516249300764476,0.0002804043683572625,0.0002663841499393994,0.0002530649424424294,0.0002404116953203079,0.0002283911105542925,0.00021697155502657786,0.00020612297727524897,0.00019581682841148651,0.00018602598699091219,0.00017672468764136657,0.00016788845325929825,0.00015949403059633332,0.00015151932906651665,0.0001439433626131908,0.00013674619448253127,0.0001299088847584047,0.00012341344052048446,0.00011724276849446023,0.00011138063006973722,0.00010581159856625035,0.00010052101863793783,9.549496770604093e-05,9.072021932073888e-05,8.618420835470194e-05,8.187499793696684e-05,7.77812480401185e-05,7.389218563811256e-05,7.019757635620693e-05,6.668769753839658e-05,6.335331266147675e-05,6.018564702840291e-05
Lizardmen,0.95,1.8524999999999998,1.7598749999999996,2.6218812499999995,2.4907871874999996,2.3662478281249997,3.1979354367187494,3.0380386648828117,2.886136731638671,2.7418298950567372,2.6047384003039005,2.4745014802887053,2.35077640627427,2.2332375859605564,2.1215757066625285,2.015496921329402,1.9147220752629317,1.8189859714997851,1.7280366729247958,1.641634839278556,1.559553097314628,1.4815754424488967,1.4074966703264518,1.3371218368101292,1.2702657449696226,1.2067524577211415,1.1464148348350844,1.0890940930933302,1.0346393884386635,0.9829074190167303,0.9337620480658937,0.887073945662599,0.842720248379469,0.8005842359604955,0.7605550241624708,0.7225272729543472,0.6864009093066298,0.6520808638412983,0.6194768206492334,0.5885029796167717,0.5590778306359331,0.5311239391041364,0.5045677421489295,0.479339355041483,0.4553723872894088,0.4326037679249384,0.41097357952869146,0.39042490055225687,0.370903655524644,0.35235847274841176,0.33474054911099116,0.3180035216554416,0.3021033455726695,0.286998178294036,0.2726482693793342,0.25901585591036747,0.24606506311484908,0.23376180995910661,0.2220737194611513,0.2109700334880937,0.20042153181368902,0.19040045522300456,0.1808804324618543,0.17183641083876158,0.1632445902968235,0.15508236078198231,0.1473282427428832,0.13996183060573902,0.13296373907545206,0.12631555212167944,0.11999977451559546,0.11399978578981568,0.10829979650032488,0.10288480667530864,0.0977405663415432,0.09285353802446604,0.08821086112324274,0.08380031806708059,0.07961030216372655,0.07562978705554023,0.07184829770276321,0.06825588281762505,0.0648430886767438,0.0616009342429066,0.05852088753076127,0.0555948431542232,0.052815100996512036,0.05017434594668643,0.04766562864935211,0.045282347216884504,0.04301822985604028,0.040867318363238266,0.03882395244507635,0.036882754822822536,0.035038617081681406,0.03328668622759733,0.03162235191621746,0.030041234320406587,0.028539172604386254,0.02711221397416694,0.025756603275458593,0.024468773111685663,0.02324533445610138,0.022083067733296307,0.020978914346631492,0.019929968629299917,0.01893347019783492,0.017986796687943174,0.017087456853546016,0.016233084010868714,0.015421429810325278,0.014650358319809013,0.013917840403818561,0.013221948383627632,0.01256085096444625,0.011932808416223937,0.01133616799541274,0.010769359595642103,0.010230891615859997,0.009719347035066998,0.009233379683313647,0.008771710699147964,0.008333125164190566,0.007916468905981038,0.007520645460681986,0.007144613187647886,0.006787382528265492,0.006448013401852217,0.006125612731759606,0.005819332095171626,0.005528365490413044,0.0052519472158923915,0.004989349855097772,0.004739882362342883,0.004502888244225739,0.004277743832014452,0.004063856640413729,0.0038606638083930425,0.00366763061797339,0.0034842490870747207,0.0033100366327209847,0.0031445348010849354,0.0029873080610306885,0.0028379426579791538,0.002696045525080196,0.002561243248826186,0.0024331810863848767,0.0023115220320656326,0.0021959459304623508,0.002086148633939233,0.0019818412022422714,0.0018827491421301577,0.0017886116850236496,0.001699181100772467,0.0016142220457338436,0.0015335109434471514,0.0014568353962747939,0.001383993626461054,0.0013147939451380014,0.0012490542478811012,0.001186601535487046,0.0011272714587126937,0.001070907885777059,0.001017362491488206,0.0009664943669137956,0.0009181696485681058,0.0008722611661397005,0.0008286481078327154,0.0007872157024410796,0.0007478549173190256,0.0007104621714530743,0.0006749390628804205,0.0006411921097363995,0.0006091325042495795,0.0005786758790371004,0.0005497420850852454,0.000522254980830983,0.0004961422317894339,0.00047133512019996215,0.000447768364189964,0.0004253799459804658,0.0004041109486814425,0.0003839054012473703,0.0003647101311850018,0.00034647462462575167,0.00032915089339446404,0.0003126933487247408,0.00029705868128850375,0.00028220574722407856,0.0002680954598628746,0.00025469068686973087,0.0002419561525262443,0.00022985834489993207,0.00021836542765493546,0.00020744715627218867,0.00019707479845857922,0.00018722105853565026,0.00017786000560886773,0.00016896700532842434,0.00016051865506200313,0.00015249272230890296,0.00014486808619345782,0.00013762468188378493,0.0001307434477895957,0.0001242062754001159,0.0001179959616301101,0.0001120961635486046
Ogor Mawtribes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0.9025
Order Draconis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0.9025,0.8573749999999999,0.8145062499999999,0.7737809374999999,0.7350918906249998,0.6983372960937497,0.6634204312890623,1.580249409724609,1.5012369392383784,1.4261750922764593,1.3548663376626362,1.2871230207795044,1.2227668697405292,1.1616285262535027,1.1035470999408274,1.048369744943786,0.9959512576965968,0.9461536948117669,0.8988460100711785,0.8539037095676195,0.8112085240892385,0.7706480978847765,0.7321156929905377,0.6955099083410108,0.6607344129239602,0.6276976922777622,0.5963128076638741,0.5664971672806803,0.5381723089166462,0.5112636934708139,1.4357005087972732,1.3639154833574094,1.295719709189539,1.230933723730062,1.1693870375435589,1.110917685666381,1.0553718013830617,1.0026032113139085,0.952473050748213,0.9048493982108022,0.8596069283002621,0.816626581885249,0.7757952527909865,0.7370054901514371,0.7001552156438653,0.665147454861672,0.6318900821185884,0.600295578012659,0.570280799112026,0.5417667591564247,0.5146784211986034,0.4889445001386732,0.4644972751317395,0.4412724113751525,0.41920879080639484,0.39824835126607505,0.3783359337027713,0.35941913701763273,0.3414481801667511,0.32437577115841354,0.30815698260049285,0.2927491334704682,0.2781116767969448,0.26420609295709757,0.2509957883092427,0.23844599889378054,0.2265236989490915,0.21519751400163692,0.20443763830155506,0.1942157563864773,0.18450496856715343,0.17527972013879575,0.16651573413185597,0.15818994742526316,0.15028045005399998,0.14276642755129998,0.13562810617373497,0.1288467008650482,0.12240436582179579,0.116284147530706,0.11046994015417069,0.10494644314646215,0.09969912098913904,0.09471416493968209,0.08997845669269798,0.08547953385806308,0.08120555716515991,0.07714527930690192,0.07328801534155682,0.06962361457447898,0.06614243384575502,0.06283531215346727,0.0596935465457939,0.0567088692185042,0.05387342575757899,0.05117975446970004,0.04862076674621503,0.04618972840890428,0.043880241988459065,0.04168622988903611,0.0396019183945843,0.037621822474855085,0.03574073135111233,0.03395369478355671,0.03225601004437888,0.030643209542159933,0.029111049065051936,0.02765549661179934,0.02627272178120937,0.0249590856921489,0.023711131407541452,0.02252557483716438,0.02139929609530616,0.02032933129054085,0.019312864726013807,0.018347221489713118,0.017429860415227462,0.01655836739446609,0.015730449024742785,0.014943926573505645,0.014196730244830362,0.013486893732588844,0.0128125490459594,0.01217192159366143,0.011563325513978357,0.010985159238279439,0.010435901276365466,0.009914106212547192,0.009418400901919833,0.00894748085682384,0.008500106813982647
Bonesplitterz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0.9025,0.8573749999999999,0.8145062499999999,0.7737809374999999,0.7350918906249998,0.6983372960937497,0.6634204312890623,1.580249409724609,1.5012369392383784,1.4261750922764593,1.3548663376626362,1.2871230207795044,2.172766869740529,2.0641285262535027,1.9609220999408274,2.8128759949437856,2.6722321951965964,2.5386205854367665,2.411689556164928,2.2911050783566815,2.1765498244388475,3.0177223332169048,2.8668362165560595,3.673494405728256,3.489819685441843,3.3153287011697508,3.149562266111263,2.9920841528057,2.842479945165415,2.700355947907144,2.5653381505117867,2.4370712429861974,2.3152176808368874,2.199456796795043,2.0894839569552905,1.985009759107526,1.8857592711521496,1.791471307594542,1.701897742214815,1.616802855104074,1.5359627123488704,1.4591645767314267,1.3862063478948554,1.3168960305001125,1.2510512289751068,1.1884986675263514,1.1290737341500336,1.0726200474425318,1.018989045070405,0.9680395928168848,0.9196376131760405,0.8736557325172385,0.8299729458913765,0.7884742985968076,0.7490505836669672,0.7115980544836188,0.6760181517594378,0.6422172441714659,0.6101063819628926,0.5796010628647479,0.5506210097215105,0.523089959235435,0.4969354612736632,0.47208868820998007,0.44848425379948104,0.42606004110950696,0.4047570390540316,0.38451918710133,0.3652932277462635,0.3470285663589503,0.3296771380410028,0.3131932811389526,0.297533617082005,0.2826569362279047,0.26852408941650946,0.255097884945684,0.24234299069839976,1.1802258411634798,1.1212145491053058,1.0651538216500405,1.0118961305675385,0.9613013240391615,1.8632362578372033,2.720074444945343,2.5840707226980757,2.4548671865631717,2.332123827235013,2.2155176358732622,2.104741754079599,1.9995046663756189,1.8995294330568377,1.8045529614039957,1.714325313333796,1.628609047667106,1.5471785952837507,1.469819665519563,1.3963286822435848,1.3265122481314056,1.2601866357248352,1.1971773039385933,1.1373184387416637,1.0804525168045804,1.0264298909643514,0.9751083964161338,0.926352976595327,0.8800353277655606,0.8360335613772826,0.7942318833084184,1.7045202891429974,1.6192942746858474,1.538329560951555,1.4614130829039773,1.3883424287587784,1.3189253073208396,1.2529790419547975,1.1903300898570575,1.1308135853642045,1.0742729060959941,1.0205592607911944,0.9695312977516346,0.9210547328640528,0.8750019962208502,0.8312518964098077,0.7896893015893173,0.7502048365098514,1.6626945946843585,1.5795598649501406,1.5005818717026334,1.4255527781175017,1.3542751392116266,1.286561382251045,1.2222333131384928,1.1611216474815682,1.1030655651074897,1.0479122868521151,0.9955166725095094,1.8957408388840338,1.800953796939832,1.7109061070928402,1.6253608017381982,1.5440927616512883,1.466888123568724,1.3935437173902876,1.3238665315207732,1.2576732049447343,2.1447895446974976,2.0375500674626226,1.9356725640894914,1.8388889358850167,1.7469444890907657,1.6595972646362274,1.5766174014044159
Fyreslayers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0.9025,0.8573749999999999,0.8145062499999999,0.7737809374999999,1.6850918906249996,1.6008372960937496,1.5207954312890621,1.444755659724609,1.3725178767383786,1.3038919829014595,1.2386973837563864,2.126762514568567,2.0204243888401385,2.8694031693981317,2.725933010928225,2.5896363603818138,2.460154542362723,2.3371468152445867,2.220289474482357,2.109275000758239,2.003811250720327,1.9036206881843105,1.8084396537750949,1.71801767108634,1.6321167875320228,1.5505109481554216,1.4729854007476504,1.3993361307102679,1.3293693241747544,1.2629008579660166,1.1997558150677157,1.1397680243143298,1.0827796230986133,1.0286406419436827,0.9772086098464985,0.9283481793541736,0.8819307703864648,0.8378342318671416,0.7959425202737844,0.7561453942600952,0.7183381245470905,0.6824212183197359,0.648300157403749,0.6158851495335615,0.5850908920568835,0.5558363474540393,0.5280445300813373,0.5016423035772705,0.4765601883984069,0.45273217897848655,0.4300955700295622,0.4085907915280841,0.3881612519516799,0.3687531893540959,0.3503155298863911,0.3327997533920715,0.3161597657224679,0.3003517774363445,0.28533418856452725,0.27106747913630086,0.2575141051794858,0.2446383999205115,0.23240647992448593,0.22078615592826162,0.20974684813184852,0.19925950572525608,0.18929653043899328,0.17983170391704362,0.17084011872119143,0.16229811278513184,0.15418320714587525,0.14647404678858147,0.1391503444491524,0.13219282722669476,0.12558318586536002,0.119304026572092,0.1133388252434874,0.10767188398131303,0.10228828978224737,0.097173875293135,0.09231518152847824,0.08769942245205432,0.0833144513294516,0.07914872876297901,0.07519129232483006,0.07143172770858855,0.06786014132315912,0.06446713425700117,0.061243777544151105,0.05818158866694355,0.05527250923359637,1.0025088837719165,1.9023834395833208,1.8072642676041546,1.7169010542239467,1.6310560015127493,1.5495032014371117,1.472028041365256,1.398426639296993,1.3285053073321433,1.262080041965536,2.148976039867259,2.041527237873896,1.9394508759802012,1.842478332181191,1.7503544155721313,1.6628366947935247,1.5796948600538483,2.450710117051156,2.328174611198598,2.211765880638668,2.1011775866067346,1.9961187072763977,1.8963127719125779,2.7514971333169487,2.613922276651101,2.483226162818546,2.3590648546776185,2.2411116119437375,3.0790560313465507,2.925103229779223,2.778848068290262,2.639905664875749,2.5079103816319614,2.382514862550363,2.263389119422845,2.150219663451703,2.0427086802791177,1.9405732462651617,1.8435445839519036,1.7513673547543083,1.6637989870165928,1.580609037665763,2.4515785857824746,2.328999656493351,2.212549673668683,2.101922189985249,1.9968260804859863
Big Waaagh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0.9025,0.8573749999999999,0.8145062499999999,0.7737809374999999,0.7350918906249998,0.6983372960937497,0.6634204312890623,0.6302494097246091,0.5987369392383786
