Nov2019,Hedonites of Slaanesh,71.0742639246,15
Nov2019,Ossiarch Bonereapers,70.0208404531,3
Nov2019,Order,71.3112298184,1
Nov2019,Cities of Sigmar,54.07998134,18
Nov2019,Idoneth Deepkin,59.8706325683,7
Nov2019,Mawtribes,53.4862957284,7
Nov2019,Blades of Khorne,45.2211902045,18
Nov2019,Flesh Eater Courts,52.7682073633,17
Nov2019,Stormcast Eternals,36.3169348824,15
Nov2019,Kharadron Overlords,20.8252393288,1
Nov2019,UNKNOWN_ARMY,49.5407320387,76
Nov2019,Ironjawz,56.0713238626,13
Nov2019,Seraphon,43.0539816792,11
Nov2019,Sylvaneth,53.4862957284,9
Nov2019,Gloomspite Gitz,38.4500468152,14
Nov2019,Fyreslayers,39.988339904,6
Nov2019,Daughters of Khaine,56.3266762867,4
Nov2019,Nighthaunt,39.6467992679,3
Nov2019,Hosts of Slaanesh,78.450538579,1
Nov2019,Bonesplitterz,63.6830651176,5
Nov2019,Skaven,61.7768488429,12
Nov2019,Disciples of Tzeentch,48.0025829321,4
Nov2019,Beasts of Chaos,39.6467992679,5
Nov2019,Legion of Night,60.3532007321,1
Nov2019,Legion of Sacrement,40.1293674317,3
Nov2019,Legion of Blood,58.5325384325,2
Nov2019,Grand Host of Nagash,42.8909733931,4
Nov2019,Big Waaagh,65.9769974955,8
Nov2019,Beastclaw Raiders,32.1543797041,4
Nov2019,Death,52.2152064342,1
Nov2019,Legion of Azgorh,50.0,1
Nov2019,Tamurkhans Horde,47.2317926367,1
Nov2019,Legion of Grief,34.8679170939,1
Nov2019,Maggotkin of Nurgle,23.9369140866,1
Nov2019,Gutbusters,20.2328380964,1
Oct2019,Seraphon,55.7244767362,9
Oct2019,Hosts of Slaanesh,74.4168358652,3
Oct2019,Idoneth Deepkin,47.172038795,11
Oct2019,Nighthaunt,34.541561582,5
Oct2019,Daughters of Khaine,61.9121126509,4
Oct2019,Big Waaagh,49.3151350849,4
Oct2019,Gloomspite Gitz,36.5166853982,14
Oct2019,Bonesplitterz,46.0297782603,5
Oct2019,Grand Host of Nagash,41.3422398858,3
Oct2019,Beasts of Chaos,39.1605745767,6
Oct2019,Ironjawz,54.8485328225,11
Oct2019,Cities of Sigmar,45.612118922,10
Oct2019,Stormcast Eternals,37.3741161108,18
Oct2019,Fyreslayers,54.4124429424,10
Oct2019,Flesh Eater Courts,60.262023166,13
Oct2019,Hedonites of Slaanesh,72.879650944,11
Oct2019,Sylvaneth,43.2994249965,12
Oct2019,Blades of Khorne,59.7697552673,10
Oct2019,Skaventide,60.0540680076,11
Oct2019,Disciples of Tzeentch,44.8282804938,8
Oct2019,Legion of Grief,52.4973910077,2
Oct2019,Order,46.9100308754,1
Oct2019,Legion of Blood,39.0928932294,1
Oct2019,Destruction,32.4873415958,1
Oct2019,Legion of Sacrement,26.3912677235,1
Oct2019,Orruk Warclans,67.3401143394,5
Oct2019,Legions of Nagash,31.0509923643,8
Oct2019,Maggotkin of Nurgle,49.0566433488,3
Oct2019,Beastclaw Raiders,55.5933290552,2
Oct2019,Skaven,26.5985529049,1
Oct2019,Wanderers,22.6627352377,1
Oct2019,Death,19.0786952853,1
Oct2019,Kharadron Overlords,36.0188665057,1
Oct2019,Everchosen,21.3174570872,1
Oct2019,Slaves to Darkness,36.3169348824,1
Sep2019,Hedonites of Slaanesh,67.8857431004,21
Sep2019,Bonesplitterz,56.8290912497,4
Sep2019,Sylvaneth,50.6798835558,18
Sep2019,Skaventide,61.2881835077,26
Sep2019,Disciples of Tzeentch,38.9564289983,12
Sep2019,Daughters of Khaine,66.3230632798,11
Sep2019,Daemons of Nurgle,74.5249660512,1
Sep2019,Idoneth Deepkin,71.1174169953,9
Sep2019,Flesh Eater Courts,36.8232426527,13
Sep2019,Stormcast Eternals,47.0462792843,30
Sep2019,Beasts of Chaos,50.4533337438,7
Sep2019,Seraphon,58.1310391086,11
Sep2019,Blades of Khorne,45.026177517,25
Sep2019,Skaven,69.6896775864,2
Sep2019,Fyreslayers,53.7523516654,14
Sep2019,Gloomspite Gitz,37.1408576112,21
Sep2019,Maggotkin of Nurgle,28.9714861892,6
Sep2019,Beastclaw Raiders,46.481045377,4
Sep2019,Free Peoples,46.9093459487,4
Sep2019,Tomb Kings,32.8437874263,1
Sep2019,Ironjawz,48.0637480215,14
Sep2019,Death,20.3557220836,2
Sep2019,Dispossessed,54.973822483,1
Sep2019,Gutbusters,33.0874388041,3
Sep2019,Darkling Covens,42.5634311844,1
Sep2019,Nighthaunt,27.3732698505,7
Sep2019,Legion of Grief,63.0447717635,6
Sep2019,Hosts of Slaanesh,57.7086053844,1
Sep2019,Soulblight,38.5270748855,1
Sep2019,Order,58.5470694645,5
Sep2019,Order Draconis,54.7293854916,1
Sep2019,Legion of Blood,32.2761982575,4
Sep2019,Kharadron Overlords,39.3556382391,3
Sep2019,Destruction,34.4691929028,1
Sep2019,Wanderers,32.5028526991,2
Sep2019,Grand Host of Nagash,33.7076714214,3
Sep2019,Greywater Fastness,55.8720996371,1
Sep2019,Legion of Sacrement,39.6906048316,1
Sep2019,Devoted of Sigmar,72.6267301495,1
Sep2019,Legion of Night,54.354746906,1
Sep2019,Everchosen,23.8561483336,1
Sep2019,Slaves to Darkness,19.0786952853,1
Aug2019,Sylvaneth,42.553822495,14
Aug2019,Skaventide,59.3663523725,15
Aug2019,Seraphon,30.8537538726,9
Aug2019,Ironjawz,54.05917156,12
Aug2019,Stormcast Eternals,48.1826082451,20
Aug2019,Hedonites of Slaanesh,73.2009684177,15
Aug2019,Disciples of Tzeentch,48.8949299985,10
Aug2019,Gloomspite Gitz,37.2923259528,18
Aug2019,Legion of Blood,49.2085161926,6
Aug2019,Legion of Grief,59.6350774642,6
Aug2019,Kharadron Overlords,51.3423408231,7
Aug2019,Skaven,48.0098967226,10
Aug2019,Flesh Eater Courts,57.2323080922,23
Aug2019,Clan Pestilens,65.7440509613,1
Aug2019,Idoneth Deepkin,49.637607082,12
Aug2019,Nighthaunt,31.1755281141,6
Aug2019,Fyreslayers,48.903161297,10
Aug2019,Maggotkin of Nurgle,45.7510588785,11
Aug2019,Daughters of Khaine,40.7199022294,3
Aug2019,Phoenix Temple,39.0721510041,1
Aug2019,Blades of Khorne,56.5116125054,14
Aug2019,Daemons of Nurgle,32.7014991976,1
Aug2019,Khorne Bloodbound,26.7990315823,1
Aug2019,Chaos,24.063285416,3
Aug2019,Beasts of Chaos,45.1793058571,4
Aug2019,Bonesplitterz,50.7270774553,4
Aug2019,Hosts of Slaanesh,44.335519816,4
Aug2019,Beastclaw Raiders,26.127387023,1
Aug2019,Legions of Nagash,20.0077020763,1
Aug2019,Grand Host of Nagash,69.5120208541,1
Aug2019,Order,51.8155821388,4
Aug2019,Wanderers,62.8591423888,1
Aug2019,Destruction,29.2232306108,1
Aug2019,Free Peoples,41.3422398858,3
Aug2019,Legion of Sacrement,19.0786952853,1
Jul2019,Skaven,67.8402139796,3
Jul2019,Flesh Eater Courts,52.7166311236,12
Jul2019,Hosts of Slaanesh,74.0914297407,2
Jul2019,Stormcast Eternals,41.6468600195,26
Jul2019,Phoenix Temple,59.8706325683,1
Jul2019,Legion of Sacrement,47.1013240251,4
Jul2019,Seraphon,37.9320914313,6
Jul2019,Ironjawz,41.9988430441,11
Jul2019,Disciples of Tzeentch,27.5390271114,9
Jul2019,Idoneth Deepkin,52.6831623399,7
Jul2019,Nighthaunt,39.3876051857,7
Jul2019,Skaventide,64.1182394505,8
Jul2019,Beasts of Chaos,32.0369190901,3
Jul2019,Blades of Khorne,56.3201374752,13
Jul2019,Sylvaneth,47.0966175063,10
Jul2019,Fyreslayers,60.154683643,3
Jul2019,Gutbusters,47.3168376601,1
Jul2019,Daughters of Khaine,44.6457988583,1
Jul2019,Gloomspite Gitz,37.8014187095,6
Jul2019,Hedonites of Slaanesh,68.329830236,12
Jul2019,Devoted of Sigmar,38.5270748855,3
Jul2019,Kharadron Overlords,60.9650829129,1
Jul2019,Legion of Blood,36.3169348824,3
Jul2019,Beastclaw Raiders,33.9587500459,4
Jul2019,Order Draconis,49.0840889209,2
Jul2019,Slaves to Darkness,26.2269718218,1
Jul2019,Maggotkin of Nurgle,52.0524731018,3
Jul2019,Legion of Grief,34.1514485169,5
Jul2019,Grand Host of Nagash,65.8485514831,5
Jul2019,Legion of Night,52.3258441725,1
Jul2019,Order,43.0539816792,1
Jul2019,Destruction,45.0183081404,2
Jul2019,Bonesplitterz,21.0014035101,1
Jun2019,Grand Host of Nagash,58.1558594768,7
Jun2019,Bonesplitterz,79.9831471744,1
Jun2019,Hedonites of Slaanesh,55.3342899239,16
Jun2019,Blades of Khorne,53.7929064347,26
Jun2019,Skaventide,50.8084032782,18
Jun2019,Kharadron Overlords,35.6279651003,7
Jun2019,Maggotkin of Nurgle,66.9125611959,7
Jun2019,Legion of Grief,68.6964741392,4
Jun2019,Tomb Kings,75.4307234466,1
Jun2019,Fyreslayers,65.5153544709,9
Jun2019,Sylvaneth,47.1292704457,8
Jun2019,Idoneth Deepkin,63.8369343138,4
Jun2019,Flesh Eater Courts,59.8706325683,21
Jun2019,Skaven,70.3742203005,1
Jun2019,Legion of Sacrement,55.7414591085,5
Jun2019,Seraphon,26.8051876787,6
Jun2019,Stormcast Eternals,51.8365849778,25
Jun2019,Beastclaw Raiders,69.7702686403,2
Jun2019,Legion of Blood,62.1652972358,6
Jun2019,Daughters of Khaine,39.8143697104,4
Jun2019,Nighthaunt,47.6290465069,5
Jun2019,Gloomspite Gitz,46.277438473,21
Jun2019,Beasts of Chaos,38.2507488242,2
Jun2019,Order,38.310725295,5
Jun2019,Disciples of Tzeentch,39.7280919717,8
Jun2019,Ironjawz,27.98344636,9
Jun2019,Dispossessed,22.9929917708,3
Jun2019,Chaos,22.480422498,1
Jun2019,Order Draconis,74.8289783142,1
Jun2019,Destruction,62.1272115221,1
Jun2019,UNKNOWN_ARMY,38.0515314126,22
Jun2019,Bretonnians,50.0,1
Jun2019,Legions of Nagash,47.2801819593,2
Jun2019,Legion of Azgorh,19.0786952853,1
Jun2019,Soulblight,33.0874388041,1
Jun2019,Hosts of Slaanesh,68.0223584558,2
Jun2019,Death,42.6924150993,1
Jun2019,Tempests Eye,32.2569243496,1
Jun2019,Free Peoples,24.4848925781,1
May2019,Idoneth Deepkin,69.5120208541,9
May2019,Skaventide,66.7457106453,16
May2019,Kharadron Overlords,32.7576682117,7
May2019,Daughters of Khaine,69.1462461274,11
May2019,Disciples of Tzeentch,35.7711228906,7
May2019,Flesh Eater Courts,59.7195169445,19
May2019,Legions of Nagash,49.6363857686,21
May2019,Maggotkin of Nurgle,41.3422398858,9
May2019,Seraphon,62.1679914271,11
May2019,Gloomspite Gitz,48.5593663575,28
May2019,Hedonites of Slaanesh,61.8934746899,10
May2019,Stormcast Eternals,40.2804830555,21
May2019,UNKNOWN_ARMY,50.0,43
May2019,Tomb Kings,46.2653875445,1
May2019,Sylvaneth,54.1704804904,10
May2019,Blades of Khorne,47.0936215583,15
May2019,Ironjawz,26.6385776098,6
May2019,Beastclaw Raiders,21.1252377609,5
May2019,Destruction,41.7193331079,4
May2019,Free Peoples,23.6147484973,1
May2019,Nighthaunt,25.5831641348,5
May2019,Beasts of Chaos,46.3688357223,11
May2019,Fyreslayers,65.1430871803,4
May2019,Order,69.1920730346,5
May2019,Order Draconis,41.3422398858,5
May2019,Darkling Covens,70.1474420373,1
May2019,Gutbusters,40.9875758422,5
May2019,Slaves to Darkness,49.2836236513,2
May2019,Chaos,39.3661652545,2
May2019,Death,45.645253094,1
May2019,Dispossessed,33.1482577551,2
May2019,Devoted of Sigmar,34.4194723638,1
May2019,Bonesplitterz,28.6001457305,1
May2019,Wanderers,25.8780850323,2
May2019,High Elves,23.017177899,1
May2019,Skaven,52.9063784417,3
May2019,Legion of Blood,66.9125611959,1
May2019,Grand Host of Nagash,61.4729251145,1
May2019,Anvilguard,50.0,1
Apr2019,Daughters of Khaine,65.3433837827,21
Apr2019,Skaventide,65.9744053549,13
Apr2019,Order,58.1558594768,5
Apr2019,Blades of Khorne,57.4349739716,42
Apr2019,Flesh Eater Courts,62.6433832745,22
Apr2019,Hosts of Slaanesh,67.1639356718,7
Apr2019,Disciples of Tzeentch,36.5747602642,9
Apr2019,Stormcast Eternals,35.7711228906,39
Apr2019,Idoneth Deepkin,57.2951535813,18
Apr2019,Sylvaneth,46.6793248147,21
Apr2019,Legion of Night,46.8299389314,3
Apr2019,Legions of Nagash,48.338221351,5
Apr2019,Maggotkin of Nurgle,45.026177517,19
Apr2019,Beastclaw Raiders,38.5270748855,5
Apr2019,Legion of Sacrement,59.4306217248,7
Apr2019,Gloomspite Gitz,34.8803985131,26
Apr2019,Beasts of Chaos,52.7682073633,7
Apr2019,Bonesplitterz,39.8665788289,2
Apr2019,Seraphon,34.0255946451,3
Apr2019,Destruction,27.98344636,5
Apr2019,Nighthaunt,43.7921323946,12
Apr2019,Order Draconis,59.3340507352,2
Apr2019,Free Peoples,39.4817801856,2
Apr2019,Fyreslayers,43.4961480886,4
Apr2019,Ironjawz,23.7023742341,3
Apr2019,Dispossessed,40.0813275788,4
Apr2019,Kharadron Overlords,34.8734656615,8
Apr2019,Chaos,28.4527281266,1
Apr2019,UNKNOWN_ARMY,45.0693325863,2
Apr2019,Legion of Azgorh,69.6620718862,3
Apr2019,Hedonites of Slaanesh,55.2150878578,2
Apr2019,Gutbusters,24.0893480519,3
Apr2019,Darkling Covens,41.8441405232,1
Apr2019,Wanderers,34.5393476426,2
Apr2019,Grand Host of Nagash,54.0995171411,7
Apr2019,Skaven,61.6373683907,18
Apr2019,Everchosen,65.458438418,1
Apr2019,Soulblight,59.4306217248,1
Apr2019,Legion of Blood,46.9285197917,4
Apr2019,Tomb Kings,48.6313489978,1
Apr2019,Slaves to Darkness,20.0261855908,1
Mar2019,Hosts of Slaanesh,52.1806285992,9
Mar2019,Flesh Eater Courts,65.5174105245,16
Mar2019,Daughters of Khaine,71.0819978387,12
Mar2019,Stormcast Eternals,48.0637480215,36
Mar2019,Idoneth Deepkin,63.3176324752,17
Mar2019,Kharadron Overlords,21.8350015361,5
Mar2019,Sylvaneth,50.2071483718,26
Mar2019,Blades of Khorne,46.3838459539,16
Mar2019,Gloomspite Gitz,47.0936215583,21
Mar2019,Skaven,56.9815664129,12
Mar2019,Maggotkin of Nurgle,38.5270748855,17
Mar2019,Order Draconis,58.2515646821,1
Mar2019,Legions of Nagash,60.5374035467,12
Mar2019,Disciples of Tzeentch,33.1879447373,12
Mar2019,Ironjawz,34.8906828549,10
Mar2019,Beastclaw Raiders,25.028445814,4
Mar2019,Skaventide,61.4729251145,9
Mar2019,Beasts of Chaos,48.6746445403,11
Mar2019,Bonesplitterz,61.4729251145,7
Mar2019,Nighthaunt,40.8060136259,10
Mar2019,Destruction,35.7366741602,3
Mar2019,Seraphon,43.4023686899,13
Mar2019,Chaos,68.6555805264,3
Mar2019,Everchosen,19.0786952853,1
Mar2019,Slaves to Darkness,30.3526908147,2
Mar2019,Death,61.4729251145,1
Mar2019,Legion of Sacrement,31.6942505423,9
Mar2019,Order,48.5458450894,7
Mar2019,Legion of Blood,60.7741535064,7
Mar2019,Grand Host of Nagash,48.8046549355,8
Mar2019,Phoenix Temple,75.8241853157,2
Mar2019,Tempests Eye,46.3688357223,1
Mar2019,Free Peoples,41.3422398858,1
Mar2019,Fyreslayers,19.0786952853,1
Mar2019,Legion of Night,54.8485328225,1
Mar2019,Tomb Kings,47.7917965378,1
Mar2019,Legion of Azgorh,21.5818815797,1
Feb2019,Beasts of Chaos,61.0740671392,11
Feb2019,Flesh Eater Courts,68.4667008245,8
Feb2019,Idoneth Deepkin,63.1767573473,11
Feb2019,Order,63.6830651176,3
Feb2019,Legions of Nagash,58.6577601142,19
Feb2019,Skaventide,52.6006012381,10
Feb2019,Legion of Sacrement,71.523709462,3
Feb2019,Hosts of Slaanesh,68.696748696,4
Feb2019,Daughters of Khaine,46.5137042716,9
Feb2019,Nighthaunt,35.4992959756,13
Feb2019,Stormcast Eternals,46.481045377,26
Feb2019,Sylvaneth,57.8548811701,12
Feb2019,Ironjawz,36.3169348824,11
Feb2019,Legion of Blood,55.2211228127,3
Feb2019,Maggotkin of Nurgle,37.3853142592,14
Feb2019,Seraphon,44.8992747526,6
Feb2019,Gloomspite Gitz,37.9707152759,9
Feb2019,Blades of Khorne,41.3422398858,11
Feb2019,Disciples of Tzeentch,31.1611239523,6
Feb2019,Gutbusters,25.0128759795,2
Feb2019,Fyreslayers,30.4130121591,4
Feb2019,Destruction,25.5831641348,1
Feb2019,Chaos,19.679499449,1
Feb2019,UNKNOWN_ARMY,57.494246572,2
Feb2019,Order Draconis,62.266971847,3
Feb2019,Bonesplitterz,65.6837072741,3
Feb2019,Clan Pestilens,53.4862957284,1
Feb2019,Beastclaw Raiders,39.6467992679,1
Feb2019,Dispossessed,19.0786952853,1
Feb2019,Kharadron Overlords,61.4729251145,1
Feb2019,Legion of Azgorh,61.4729251145,1
Feb2019,Skaven,25.9514365994,2
Feb2019,Grand Host of Nagash,74.9550822805,3
Feb2019,Clan Skryre,44.7532024963,2
Feb2019,Everchosen,27.2334002236,1
Jan2019,Blades of Khorne,50.0,15
Jan2019,Stormcast Eternals,56.6507749073,30
Jan2019,Nighthaunt,50.0,15
Jan2019,Idoneth Deepkin,64.353846936,6
Jan2019,Ironjawz,57.8018892175,10
Jan2019,Gloomspite Gitz,35.7711228906,5
Jan2019,Legions of Nagash,45.645253094,9
Jan2019,Daughters of Khaine,45.9345264985,7
Jan2019,Dispossessed,37.1408576112,1
Jan2019,Seraphon,31.5169414269,5
Jan2019,Legion of Sacrement,66.0830618453,8
Jan2019,Hosts of Slaanesh,44.2026480502,7
Jan2019,Destruction,49.137552246,4
Jan2019,Maggotkin of Nurgle,70.5178651581,8
Jan2019,Order Draconis,64.2288771094,3
Jan2019,Disciples of Tzeentch,53.7710838972,8
Jan2019,Free Peoples,39.5370758838,4
Jan2019,Chaos,50.0,1
Jan2019,Sylvaneth,56.0835705668,14
Jan2019,Bonesplitterz,37.214839345,2
Jan2019,Grand Host of Nagash,71.523709462,3
Jan2019,Order,60.592128575,4
Jan2019,Beastclaw Raiders,56.9460183208,5
Jan2019,Flesh Eater Courts,39.6467992679,5
Jan2019,Slaves to Darkness,66.9125611959,1
Jan2019,Clan Skryre,61.1912427281,2
Jan2019,Legion of Night,46.5137042716,1
Jan2019,Legion of Azgorh,44.7788771873,1
Jan2019,Brayherd,36.3169348824,1
Jan2019,Legion of Blood,46.5665474981,4
Jan2019,Kharadron Overlords,27.0103499001,1
Jan2019,Fyreslayers,66.6797631157,2
Jan2019,Clan Pestilens,54.8240822048,4
Jan2019,Moonclan,76.9268136806,2
Jan2019,Beasts of Chaos,44.7788771873,5
Jan2019,UNKNOWN_ARMY,34.6882811263,33
Jan2019,Everchosen,57.5182175789,1
Jan2019,Darkling Covens,31.0006002459,1
Jan2019,Skaven,27.0103499001,1
Jan2019,Tomb Kings,26.5302305762,1
Dec2018,Daughters of Khaine,76.2976257659,3
Dec2018,Free Peoples,75.8036347777,1
Dec2018,Stormcast Eternals,68.3416035572,3
Dec2018,Ironjawz,54.8338198605,2
Dec2018,Grand Host of Nagash,60.1994284621,2
Dec2018,Sylvaneth,46.5137042716,3
Dec2018,Legion of Sacrement,53.1700610686,3
Dec2018,Disciples of Tzeentch,59.7143335691,2
Dec2018,Maggotkin of Nurgle,39.4412915024,4
Dec2018,Beasts of Chaos,55.0449815303,2
Dec2018,Destruction,33.814500193,2
Dec2018,Beastclaw Raiders,29.9791595469,1
Dec2018,Spiderfang Grots,27.0103499001,1
Dec2018,Kharadron Overlords,23.9493697282,2
Dec2018,Clan Pestilens,32.6146619729,2
Dec2018,Soulblight,19.0786952853,1
Dec2018,Gutbusters,78.6825429128,1
Dec2018,Idoneth Deepkin,65.458438418,1
Dec2018,Seraphon,53.1302803281,2
Dec2018,Legion of Blood,56.3201374752,1
Dec2018,Fyreslayers,40.5693782752,1
Dec2018,Blades of Khorne,31.6583964428,1
Dec2018,Nighthaunt,19.0786952853,1
Nov2018,Stormcast Eternals,40.1067438431,32
Nov2018,Idoneth Deepkin,66.7212477304,11
Nov2018,Legions of Nagash,73.5652707884,11
Nov2018,Sylvaneth,60.2592628014,16
Nov2018,Seraphon,29.9059145191,11
Nov2018,Clan Skryre,58.1682500897,6
Nov2018,Destruction,55.9887687888,4
Nov2018,Chaos,35.6460146783,6
Nov2018,Nighthaunt,39.2005275715,11
Nov2018,Legion of Azgorh,54.6437897005,5
Nov2018,Order,55.7233443233,8
Nov2018,Daughters of Khaine,72.1345680062,12
Nov2018,Ironjawz,24.6607951068,10
Nov2018,Maggotkin of Nurgle,47.3975446237,20
Nov2018,Order Draconis,55.0384560791,2
Nov2018,Hosts of Slaanesh,51.7460322969,4
Nov2018,Bonesplitterz,56.4611122095,2
Nov2018,Darkling Covens,43.0539816792,1
Nov2018,Blades of Khorne,49.3692476302,14
Nov2018,Beasts of Chaos,29.5409144155,11
Nov2018,Moonclan,33.7242726848,1
Nov2018,Kharadron Overlords,40.0216329813,6
Nov2018,Dispossessed,41.9988430441,1
Nov2018,Legion of Sacrement,60.7994724285,13
Nov2018,Grand Host of Nagash,50.2081659973,10
Nov2018,Flesh Eater Courts,38.1354348814,6
Nov2018,Legion of Blood,48.3182117154,7
Nov2018,Disciples of Tzeentch,60.3938279472,5
Nov2018,Legion of Night,41.1135174766,4
Nov2018,Phoenix Temple,61.2039464741,1
Nov2018,Clan Pestilens,45.1583131451,4
Nov2018,Beastclaw Raiders,49.5794361089,3
Nov2018,Fyreslayers,42.8883709909,1
Oct2018,Daughters of Khaine,64.0335846508,12
Oct2018,Nighthaunt,62.6413197666,5
Oct2018,Maggotkin of Nurgle,29.6410665872,12
Oct2018,Stormcast Eternals,51.4342436242,15
Oct2018,Legions of Nagash,63.5930725776,9
Oct2018,Order,54.2953254915,3
Oct2018,Idoneth Deepkin,64.4895474737,5
Oct2018,Sylvaneth,56.1913303131,7
Oct2018,Blades of Khorne,41.9290618105,6
Oct2018,Legion of Azgorh,66.2582129586,3
Oct2018,Bonesplitterz,69.6867061953,1
Oct2018,Hosts of Slaanesh,44.505781552,3
Oct2018,Seraphon,35.9818533599,4
Oct2018,Chaos,50.4781727902,3
Oct2018,Beasts of Chaos,54.7252399482,2
Oct2018,Free Peoples,44.7551739613,1
Oct2018,Darkling Covens,32.5803559426,2
Oct2018,Disciples of Tzeentch,33.3984076995,4
Oct2018,Ironjawz,37.3586802334,3
Oct2018,Destruction,21.7957580996,1
Oct2018,Flesh Eater Courts,21.0963614984,1
Oct2018,Legion of Blood,78.3155535772,1
Oct2018,Clan Pestilens,69.3774858464,1
Oct2018,Grand Host of Nagash,57.0368979961,2
Oct2018,Beastclaw Raiders,50.0,2
Oct2018,Legion of Night,51.8365849778,1
Oct2018,Moonclan,50.0,1
Oct2018,Slaves to Darkness,29.0257856798,1
Sep2018,Daughters of Khaine,68.322176536,6
Sep2018,Destruction,46.8299389314,5
Sep2018,Sylvaneth,55.1220220695,6
Sep2018,Blades of Khorne,51.4928946773,6
Sep2018,Phoenix Temple,78.0998003338,1
Sep2018,Legion of Blood,75.3145111237,2
Sep2018,Bonesplitterz,76.9072406059,1
Sep2018,Stormcast Eternals,53.9594485495,20
Sep2018,Legion of Sacrement,73.7730281782,3
Sep2018,Free Peoples,50.0,3
Sep2018,Disciples of Tzeentch,49.2067011619,5
Sep2018,Maggotkin of Nurgle,31.6617557828,4
Sep2018,Flesh Eater Courts,44.94544649,4
Sep2018,Ironjawz,36.392228442,4
Sep2018,Seraphon,41.9006281053,2
Sep2018,Grand Host of Nagash,62.4826488174,3
Sep2018,Idoneth Deepkin,63.2344096216,1
Sep2018,Legion of Night,61.7261163391,1
Sep2018,Nighthaunt,33.8114812541,5
Sep2018,Hosts of Slaanesh,51.9801144831,2
Sep2018,Kharadron Overlords,50.7932988381,1
Sep2018,Clan Skryre,44.4644258362,1
Sep2018,Spiderfang Grots,43.6798625248,1
Sep2018,Order,39.0349170871,1
Sep2018,Brayherd,37.5173511826,1
Sep2018,Order Draconis,35.2774390747,1
Sep2018,Moonclan,30.256221437,1
Sep2018,Slaves to Darkness,27.5390271114,1
Sep2018,Beastclaw Raiders,23.8114191389,2
Sep2018,Legions of Nagash,43.0875322516,2
Sep2018,Chaos,21.0398437529,2
Sep2018,UNKNOWN_ARMY,48.4149694657,22
Aug2018,Daughters of Khaine,70.2452586339,10
Aug2018,Idoneth Deepkin,70.4450280107,8
Aug2018,Legion of Sacrement,50.0,9
Aug2018,Grand Host of Nagash,64.4796518698,10
