187,Daniel Asensio,+8.2
188,Joe Purcell,+8.0
189,Adam Riley,+7.9
190,Alan Witherden,+7.8
191,Troy Hardy,+7.7
192,Pete Scholey,+7.6
193,John Dale,+7.5
194,Ross Joyce,+7.5
195,Solomon Morrow,+7.4
196,Richard Flood,+7.3
197,Carl Bagnall,+7.2
198,Ben Clayton,+7.2
199,Liam Hall,+6.7
200,Matthew Bennett,+6.4
201,Mark Curtis,+6.3
202,Cain O'Siorain,+6.2
203,Matt Hammond,+6.2
204,Tom Bunnell,+6.2
205,Neil Montgomery,+6.1
206,Will O'Siorain,+5.7
207,Adrian McWalter,+5.6
208,Dean McGunigall,+5.3
209,John Williams,+5.2
210,William Barton,+5.1
211,Thomas Waller,+5.0
212,Mark Storrar,+4.9
213,Shane Ford,+4.8
214,Ben Cronin,+3.8
215,John Harper,+3.6
216,Gabe Huddlestone,+3.6
217,Rory Carter,+3.0
218,Adam Hall,+3.0
219,Arran Folly,+2.9
220,Aaron Walters,+2.8
221,Charles Hollom,+2.8
222,Kieran Harper,+2.7
223,Mike Wilding,+2.4
224,James Williams,+2.1
225,Mark Roberts,+1.9
226,James Field,+1.9
227,Vincent Chan,+1.7
228,Mike Thomas,+1.7
229,Stuart Mann,+1.3
230,Sebastian Del Monte,+1.3
231,Adrian Downey,+1.1
232,Paul Berridge,+1.0
233,Martin Swaffield,+0.9
234,Daniel Arnold,+0.7
235,Michael Cooper,+0.7
236,Finn Melton,+0.6
237,Chris Hallam,+0.4
238,Myles Mulkerrins,+0.4
239,Martin Scandling,+0.2
240,Chris Carroll,+0.1
241,Carl Hewson,-0.0
242,Mark Mitzman,-0.1
243,Mark Carrigher,-0.6
244,Callum Sinclair,-0.9
245,Mathew Crowther,-0.9
246,Greg Shelton,-1.4
247,Craig Morrow,-1.5
248,Steve Dooley,-1.6
249,Chris Mills,-1.6
250,Ade Thompson,-1.9
251,Adam Hazelwood,-1.9
252,Nicholas Ruesink,-2.1
253,John Connelly,-2.1
254,Paul di Duca,-2.3
255,Craig Chesters,-2.5
256,James Box,-2.5
257,Mark Busby,-2.7
258,Lee Hamilton,-2.8
259,Peter Del,-3.1
260,Adam Rawson,-3.2
261,Matthew Sandiford,-3.6
262,Chris Green,-3.7
263,Matt Smith,-3.7
264,Janos Szaniszlo,-3.9
265,Alex Ley,-4.3
266,Will Spencer,-4.3
267,James Clark,-4.4
268,Tom Lees,-4.5
269,Matt Scarrott,-4.8
270,Brook Hirst,-4.8
271,Will Ward,-5.0
272,Kevin Low,-5.1
273,Ritchie Sanisteben,-5.1
274,Steve Milford,-5.2
275,Sam Vaughan,-5.7
276,Andy Wood,-6.1
277,Stephen Rose,-6.3
278,Jay Kinsella,-6.4
279,Micheal Bennett,-6.5
280,Matt Clarke,-6.9
281,Chris Caves Snr,-7.0
282,Matt Shepperson,-7.2
283,Nigel Bartlett,-7.3
284,Dave Carter,-7.3
285,Darren Phipps,-7.7
286,Ben Seymour,-8.0
287,Ben Smith,-8.0
288,Simon Partridge,-8.5
289,Ben Gomm,-8.6
290,Richy Amphlett,-8.8
291,Allen Frank,-9.0
292,Collin Collar,-9.0
293,Peter Michaels,-9.0
294,Jay Finnegan,-9.1
295,Player,-9.6
296,Chris Lewis,-10.4
297,Anthony Lewis,-10.5
298,James Houston,-10.6
299,Lewis Swan,-10.8
300,Jon Cann,-10.8
301,Tim Unwin,-11.0
302,Declan Waters,-11.0
303,Sam Watson,-11.0
304,Joshua Jenkins,-11.5
305,Ben Diesel,-11.5
306,Sam Sendell,-11.5
307,Adam Martin,-11.7
