NEW_EVENT_TAG,DZBAN vol. 2 - Dzbanozzza Wixozzza,14-09-2019,5
Dante,Skaven,5/0/0
Mateusz Eljasz,Free Peoples,4/0/1
Kosa,Flesh Eater Courts,4/0/1
Michał Cybulski,Skaven Pestilens,4/0/1
Tomasz Malinowski,Legion of Sacrament,4/0/1
"Marcin ""Mandos"" Żółciński",Hosts of Slaanesh,4/0/1
Adrian Kaczyński,Skaven,4/0/1
Jack_Felix,Nighthaunt,4/0/1
Krzysztof Witkowski,Sylvaneth,3/0/2
Ziemek,Seraphon,3/0/2
Sas,Gloomspite Gitz,3/0/2
Krzysiek Pe,Skaven,3/0/2
Skarab,Blades of Khorne,3/0/2
Marek Mum,Blades of Khorne,3/0/2
Rafał Rubacha,Ironjawz,3/0/2
Voy,Hammerhal,3/1/1
Hunter,Stormcast Eternals,3/0/2
Szary,Grand Host of Nagash,3/1/1
Paweł,Stormcast Eternals,3/0/2
Tamtus,Skaven,3/0/2
Aleksander Georgas,Hosts of Slaanesh,2/0/3
Damian Kozaczuk,Gloomspite Gitz,3/0/2
baro,Idoneth Deepkin,2/0/3
"Adam ""Euru"" Gajak",Fyreslayers,2/0/3
Lukasz Krokos,Sylvaneth,2/0/3
Arkadiusz Nikiel ,Daughters Of Khaine,2/0/3
Marcin Młynarczyk,Stormcast Eternals,2/0/3
Mariusz Winnicki,Idoneth Deepkin,2/0/3
"Dagmara ""Gaga"" Wajs",Sylvaneth,2/0/3
Jaras F.,Blades of Khorne,2/0/3
Bartek Aleksandrowicz,Stormcast Eternals,2/0/3
Przelas,Skaven,2/0/3
Fukushim,Skaven,2/0/3
Mateusz Kołakowski ,Sylvaneth,2/0/3
Antrahte,Beasts of Chaos,2/0/3
Piotr Miera,Seraphon,1/0/4
Jacek Skoczek,Maggotkin of Nurgle,1/0/4
KrzysiekS,Sylvaneth,1/0/4
Szymon Kościelniak,Sylvaneth,1/0/4
Trylobit Niepokoju,Skaven,1/1/3
Grzegorz Trzaskoma,Sylvaneth,1/0/4
CatfishOfDoom,Free Peoples,1/1/3
Michał Skowron,Gloomspite Gitz,1/0/4
Sławomir Urbański,Maggotkin of Nurgle,0/0/5
Dante,Jack_Felix,Dante,Rafał Rubacha,Dante,Marek Mum,Dante,Skarab,Dante,Ziemek
Mateusz Eljasz,Rafał Rubacha,Mateusz Eljasz,Krzysiek Pe,Mateusz Eljasz,Dagmara "Gaga" Wajs,Michał Cybulski,Mateusz Eljasz,Mateusz Eljasz,Marcin
Kosa,Sas,Jack_Felix,Kosa,Kosa,Michał Cybulski,Kosa,Lukasz Krokos,Kosa,baro
Michał Cybulski,Adrian Kaczyński,Michał Cybulski,Krzysztof Witkowski,Kosa,Michał Cybulski,Michał Cybulski,Mateusz Eljasz,Michał Cybulski,Arkadiusz Nikiel
Tomasz Malinowski,Hunter,Tomasz Malinowski,DeadshotXD,Rafał Rubacha,Tomasz Malinowski,Tomasz Malinowski,Marcin Młynarczyk,Tomasz Malinowski,Krzysiek Pe
Marcin "Mandos" Żółciński,Skarab,Marcin "Mandos" Żółciński,Marek Mum,Marcin "Mandos" Żółciński,Tamtus,Marcin "Mandos" Żółciński,Michał Skowron,Mateusz Eljasz,Marcin
Michał Cybulski,Adrian Kaczyński,Adrian Kaczyński,Voy,Adrian Kaczyński,Bartek Aleksandrowicz,Adrian Kaczyński,Fukushim,Adrian Kaczyński,DeadshotXD
Dante,Jack_Felix,Jack_Felix,Kosa,Jack_Felix,Adam "Euru" Gajak,Jack_Felix,Bartek Aleksandrowicz,Jack_Felix,Michał Skowron
Krzysztof Witkowski,Bartek Aleksandrowicz,Michał Cybulski,Krzysztof Witkowski,Voy,Krzysztof Witkowski,Krzysztof Witkowski,Piotr Miera,Krzysztof Witkowski,KrzysiekS
Ziemek,Adam "Euru" Gajak,Szary,Ziemek,Ziemek,Marcin Młynarczyk,Dante,Ziemek,Ziemek,Mariusz Winnicki
Kosa,Sas,Sas,Adam "Euru" Gajak,Sas,baro,Sas,Paweł,Rafał Rubacha,Sas
Krzysiek Pe,Antrahte,Mateusz Eljasz,Krzysiek Pe,Krzysiek Pe,Piotr Miera,Krzysiek Pe,Trylobit Niepokoju,Tomasz Malinowski,Krzysiek Pe
Marcin "Mandos" Żółciński,Skarab,Skarab,Mariusz Winnicki,Skarab,Damian Kozaczuk,Dante,Skarab,Skarab,KrzysiekS
Marek Mum,Jaras F.,Marcin "Mandos" Żółciński,Marek Mum,Dante,Marek Mum,Marek Mum,Damian Kozaczuk,Marek Mum,Szymon Kościelniak
Mateusz Eljasz,Rafał Rubacha,Dante,Rafał Rubacha,Rafał Rubacha,Tomasz Malinowski,Rafał Rubacha,Tamtus,Rafał Rubacha,Sas
Szary,Voy,Adrian Kaczyński,Voy,Voy,Krzysztof Witkowski,Voy,Mateusz Kołakowski,Voy,Dagmara
Tomasz Malinowski,Hunter,Hunter,Lukasz Krokos,Hunter,Grzegorz Trzaskoma,Adam "Euru" Gajak,Hunter,Hunter,Paweł
Szary,Voy,Szary,Ziemek,Szary,Jacek Skoczek,Szary,Sławomir Urbański,Mateusz Kołakowski,Szary
Paweł,baro,Paweł,Dagmara "Gaga" Wajs,Sas,Paweł,Paweł,Szymon Kościelniak,Hunter,Paweł
