NEW_EVENT_TAG,Extinction,30 Mar 2019,5
John Greene,Sylvaneth
Paul Buckler,Skaventide
Matt Lyons,Maggotkin of Nurgle
Wayne Rendell,Flesh Eater Courts
Henry Poor,Beasts of Chaos
Ben Smith,Bonesplitterz
Dominic Hook,Skaventide
Matt Clarke,Sylvaneth
Mike McLean,Gloomspite Gitz
Patrick O'Sullivan,Beasts of Chaos
Steven Phillips,Blades of Khorne
Tom Hewitt,Maggotkin of Nurgle
James Eveleigh,Gloomspite Gitz
Jenny Lyons,Nighthaunt
Aaron Bailey,Destruction
Chris Tomlin,Beastclaw Raiders
James Beeden,Seraphon
Martin Brooke,Stormcast Eternals
