NEW_EVENT_TAG,Troubled Doubles - Darker Days,9 Nov 2019,3
Arron Hazell,Cities of Sigmar
Matthew Arnold,Flesh Eater Courts
Joe Clark,Flesh Eater Courts
Ryan Pearson,Cities of Sigmar
Pablo Plaza Fernandez,Ironjawz
Simon Potter,Skaven
Shaun Lang,Legion of Night
Sam Sendell,Legion of Sacrement
Ash Hale,Legion of Blood
George Newbould,Gloomspite Gitz
Sam Philips,Blades of Khorne
Adam Button,Seraphon
Thomas Challen,Nighthaunt
Ivan Herrera,Cities of Sigmar
Felix Andrews,Cities of Sigmar
Kane Holloway,Ironjawz
Lee Palmer,Blades of Khorne
Joshua Richards,Cities of Sigmar
Ciara Potter,Sylvaneth
Tommy Potter,Seraphon
